,Unnamed: 0,Unnamed: 0.1,title,abstract,categories,created,id,doi,authors,year,month
47,343,343,"Collaborative learning of images and geometrics for predicting
  isocitrate dehydrogenase status of glioma","The isocitrate dehydrogenase (IDH) gene mutation status is an important
biomarker for glioma patients. The gold standard of IDH mutation detection
requires tumour tissue obtained via invasive approaches and is usually
expensive. Recent advancement in radiogenomics provides a non-invasive approach
for predicting IDH mutation based on MRI. Meanwhile, tumor geometrics encompass
crucial information for tumour phenotyping. Here we propose a collaborative
learning framework that learns both tumor images and tumor geometrics using
convolutional neural networks (CNN) and graph neural networks (GNN),
respectively. Our results show that the proposed model outperforms the baseline
model of 3D-DenseNet121. Further, the collaborative learning model achieves
better performance than either the CNN or the GNN alone. The model
interpretation shows that the CNN and GNN could identify common and unique
regions of interest for IDH mutation prediction. In conclusion, collaborating
image and geometric learners provides a novel approach for predicting genotype
and characterising glioma.","['cs.LG', 'q-bio.QM']",2022-01-14,2201.0553,,"['Yiran Wei', 'Chao Li', 'Xi Chen', 'Carola-Bibiane Schönlieb', 'Stephen J. Price']",2022,1
48,342,342,"Evaluating Muscle Synergies with EMG Data and Physics Simulation in the
  Neurorobotics Platform","Although we can measure muscle activity and analyze their activation
patterns, we understand little about how individual muscles affect the joint
torque generated. It is known that they are controlled by circuits in the
spinal cord, a system much less well understood than the cortex. Knowing the
contribution of the muscles towards a joint torque would improve our
understanding of human limb control. We present a novel framework to examine
the control of biomechanics using physics simulations informed by
electromyography (EMG) data. These signals drive a virtual musculoskeletal
model in the Neurorobotics Platform (NRP), which we then use to evaluate
resulting joint torques. We use our framework to analyze raw EMG data collected
during an isometric knee extension study to identify synergies that drive a
musculoskeletal lower limb model. The resulting knee torques are used as a
reference for genetic algorithms (GA) to generate new simulated activation
patterns. On the platform the GA finds solutions that generate torques matching
those observed. Possible solutions include synergies that are similar to those
extracted from the human study. In addition, the GA finds activation patterns
that are different from the the biological ones while still producing the same
knee torque. The NRP forms a highly modular integrated simulation platform
allowing these in silico experiments. We argue that our framework allows for
research of the neurobiomechanical control of muscles during tasks, which would
otherwise not be possible.","['q-bio.NC', 'cs.OH']",2022-01-14,2201.05496,,"['Benedikt Feldotto', 'Cristian Soare', 'Alois Knoll', 'Piyanee Sriya', 'Sarah Astill', 'Marc de Kamps', 'Samit Chakrabarty']",2022,1
49,341,341,"A computational framework for modelling infectious disease policy based
  on age and household structure with applications to the COVID-19 pandemic","The widespread and in many countries unprecedented use of non-pharmaceutical
interventions (NPIs) during the COVID-19 pandemic has highlighted the need for
mathematical models which can estimate the impact of these measures while
accounting for the highly heterogeneous risk profile of COVID-19. Models
accounting either for age/risk structure or the household structure necessary
to explicitly model many NPIs are commonly used in infectious disease
modelling, but models incorporating both levels of structure present
substantial computational and mathematical challenges due to their high
dimensionality. Here we present a modelling framework for the spread of an
epidemic including explicit representation of age/risk structure and household
structure. Our model is formulated in terms of tractable systems of ordinary
differential equations for which we provide an open-source Python
implementation. Such tractability leads to significant benefits for model
calibration, exhaustive evaluation of possible parameter values, and
interpretability of results. We demonstrate the flexibility of our model
through four policy case studies, where we quantify the likely benefits of the
following measures which were either considered or implemented in the UK during
the current COVID-19 pandemic: control of within- and between-household mixing
through NPIs; formation of support bubbles during lockdown periods;
out-of-household isolation (OOHI); and temporary relaxation of NPIs during
holiday periods. Our ordinary differential equation formulation and associated
analysis demonstrate that multiple dimensions of risk stratification and social
structure can be incorporated into infectious disease models without
sacrificing mathematical tractability. This model and its software
implementation expand the range of tools available to infectious disease policy
analysts.","['q-bio.PE', 'stat.OT']",2022-01-14,2201.05486,,"['Joe Hilton', 'Heather Riley', 'Lorenzo Pellis', 'Rabia Aziza', 'Sam Brand', 'Ivy K. Kombe', 'John Ojal', 'Andrea Parisi', 'Matt Keeling', 'D. James Nokes', 'Robert Manson-Sawko', 'Thomas House']",2022,1
50,340,340,Bayesian sense of time in biological and artificial brains,"Enquiries concerning the underlying mechanisms and the emergent properties of
a biological brain have a long history of theoretical postulates and
experimental findings. Today, the scientific community tends to converge to a
single interpretation of the brain's cognitive underpinnings -- that it is a
Bayesian inference machine. This contemporary view has naturally been a strong
driving force in recent developments around computational and cognitive
neurosciences. Of particular interest is the brain's ability to process the
passage of time -- one of the fundamental dimensions of our experience. How can
we explain empirical data on human time perception using the Bayesian brain
hypothesis? Can we replicate human estimation biases using Bayesian models?
What insights can the agent-based machine learning models provide for the study
of this subject? In this chapter, we review some of the recent advancements in
the field of time perception and discuss the role of Bayesian processing in the
construction of temporal models.","['q-bio.NC', 'cs.AI', 'stat.ML']",2022-01-14,2201.05464,,"['Zafeirios Fountas', 'Alexey Zakharov']",2022,1
51,339,339,Tropical Group Testing,"Polymerase chain reaction (PCR) testing is the gold standard for diagnosing
COVID-19. PCR amplifies the virus DNA 40 times to produce measurements of viral
loads that span seven orders of magnitude. Unfortunately, the outputs of these
tests are imprecise and therefore quantitative group testing methods, which
rely on precise measurements, are not applicable. Motivated by the
ever-increasing demand to identify individuals infected with SARS-CoV-19, we
propose a new model that leverages tropical arithmetic to characterize the PCR
testing process. Our proposed framework, termed tropical group testing,
overcomes existing limitations of quantitative group testing by allowing for
imprecise test measurements. In many cases, some of which are highlighted in
this work, tropical group testing is provably more powerful than traditional
binary group testing in that it require fewer tests than classical approaches,
while additionally providing a mechanism to identify the viral load of each
infected individual. It is also empirically stronger than related works that
have attempted to combine PCR, quantitative group testing, and compressed
sensing.","['q-bio.QM', 'stat.AP']",2022-01-12,2201.0544,,"['Hsin-Po Wang', 'Ryan Gabrys', 'Alexander Vardy']",2022,1
52,338,338,"Coherence resonance and stochastic synchronization in a small-world
  neural network: An interplay in the presence of spike-timing-dependent
  plasticity","Coherence resonance (CR), stochastic synchronization (SS), and
spike-timing-dependent plasticity (STDP) are ubiquitous dynamical processes in
biological neural networks. Whether enhancing CR can be associated with
improving SS and vice versa is a fundamental question of interest. The effects
of STDP and different network connectivity on this enhancement interplay are
still elusive. In this paper, we consider a small-world network of excitable
Hodgkin-Huxley neurons driven by channel noise and excitatory STDP with a
Hebbian time window. Numerical simulations indicate that there exist intervals
of parameter values of the network topology and the STDP learning rule in which
an enhanced SS (CR) would improve CR (SS). In particular, it is found that at
certain intermediate values of the average degree of the network, higher values
of the potentiation adjusting rate, and lower values of the depression temporal
window, an enhanced SS (CR) would improve CR (SS). Our results could shed some
light on the efficient coding mechanisms based on the spatiotemporal coherence
of the spiking activity in neural networks.","['q-bio.NC', 'nlin.AO']",2022-01-14,2201.05436,,"['Marius E. Yamakou', 'Estelle M. Inack']",2022,1
53,337,337,"Design and Development of PCN-Miner: A tool for the Analysis of Protein
  Contact Networks","Protein Contact Network (PCN) is a powerful tool for analysing the structure
and function of proteins. In particular, PCN has been used for disclosing the
molecular features of allosteric regulation through PCN clustering. Such
analysis is relevant in many applications, such as the recent study of
SARS-CoV-2 Spike Protein. Despite its relevance, methods for the analysis of
PCN are spread into a set of different libraries and tools. Therefore, the
introduction of a tool that incorporates all the function may help researchers.
We present PCN-Miner a software tool implemented in the Python programming
language able to import protein in the Protein Data Bank format and generate
the corresponding protein contact network. Then it offers a set of algorithms
for the analysis of PCS that cover a large set of applications: from clustering
to embedding and subsequent analysis. Software is available at
\url{https://github.com/hguzzi/ProteinContactNetworks}","['q-bio.QM', 'cs.CE']",2022-01-12,2201.05434,,"['Pietro Hiram Guzzi', 'Luisa Di Paola', 'Alessandro Giuliani', 'Pierangelo Veltri']",2022,1
54,336,336,Molecular Noise In Synaptic Communication,"In synaptic molecular communication (MC), the activation of postsynaptic
receptors by neurotransmitters (NTs) is governed by a stochastic
reaction-diffusion process. This randomness of synaptic MC contributes to the
randomness of the electrochemical downstream signal in the postsynaptic cell,
called postsynaptic membrane potential (PSP). Since the randomness of the PSP
is relevant for neural computation and learning, characterizing the statistics
of the PSP is critical. However, the statistical characterization of the
synaptic reaction-diffusion process is difficult because the reversible
bi-molecular reaction of NTs with receptors renders the system nonlinear.
Consequently, there is currently no model available which characterizes the
impact of the statistics of postsynaptic receptor activation on the PSP. In
this work, we propose a novel statistical model for the synaptic
reaction-diffusion process in terms of the chemical master equation (CME). We
further propose a novel numerical method which allows to compute the CME
efficiently and we use this method to characterize the statistics of the PSP.
Finally, we present results from stochastic particle-based computer simulations
which validate the proposed models. We show that the biophysical parameters
governing synaptic transmission shape the autocovariance of the receptor
activation and, ultimately, the statistics of the PSP. Our results suggest that
the processing of the synaptic signal by the postsynaptic cell effectively
mitigates synaptic noise while the statistical characteristics of the synaptic
signal are preserved. The results presented in this paper contribute to a
better understanding of the impact of the randomness of synaptic signal
transmission on neuronal information processing.","['q-bio.SC', 'cs.ET']",2022-01-14,2201.05431,,"['Sebastian Lotter', 'Maximilian Schäfer', 'Robert Schober']",2022,1
55,335,335,"Systematic analysis reveals key microRNAs as diagnostic and prognostic
  factors in progressive stages of lung cancer","MicroRNAs play an indispensable role in numerous biological processes ranging
from organismic development to tumor progression.In oncology,these microRNAs
constitute a fundamental regulation role in the pathology of cancer that
provides the basis for probing into the influences on clinical features through
transcriptome data. Previous work focused on machine learning (ML) for
searching biomarkers in different cancer databases, but the functions of these
biomarkers are fully not clear. Taking lung cancer as a prototype case of
study. Through integrating clinical information into the transcripts expression
data, we systematically analyzed the effect of microRNA on diagnostic and
prognostic factors at deteriorative lung adenocarcinoma (LUAD). After dimension
reduction, unsupervised hierarchical clustering was used to find the diagnostic
factors which represent the unique expression patterns of microRNA at various
patient's stages. In addition, we developed a classification framework, Light
Gradient Boosting Machine (LightGBM) and SHAPley Additive explanation (SHAP)
algorithm, to screen out the prognostic factors. Enrichment analyses show that
the diagnostic and prognostic factors are not only enriched in cancer-related
athways, but also involved in many vital cellular signaling transduction and
immune responses. These key microRNAs also impact the survival risk of LUAD
patients at all (or a specific) stage(s) and some of them target some important
Transcription Factors (TF).The key finding is that five microRNAs
(hsa-mir-196b, hsa-mir-31, hsa-mir-891a, hsa-mir-34c, and hsa-mir-653) can then
serve as not only potential diagnostic factors but also prognostic tools in the
monitoring of lung cancer.",['q-bio.QM'],2022-01-14,2201.05408,,"['Dietrich Kong', 'Ke Wang', 'Qiu-Ning Zhang', 'Zhi-Tong Bing']",2022,1
56,334,334,"Consciousness beyond neural fields: expanding the possibilities of what
  has not yet happened","In the field theories in physics, any particular region of the presumed
space-time continuum and all interactions between elementary objects therein
can be objectively measured and/or accounted for mathematically. Since this
does not apply to any of the field theories, or any other neural theory, of
consciousness, their explanatory power is limited. As discussed in detail
herein, the matter is complicated further by the facts than any scientifically
operational definition of consciousness is inevitably partial, and that the
phenomenon has no spatial dimensionality. Under the light of insights from
research on meditation and expanded consciousness, chronic pain syndrome,
healthy ageing, and eudaimonic well-being, we may conceive consciousness as a
source of potential energy that has no clearly defined spatial dimensionality,
but can produce significant changes in others and in the world, observable in
terms of changes in time. It is argued that consciousness may have evolved to
enable the human species to generate such changes in order to cope with
unprecedented and/or unpredictable adversity. Such coping could, ultimately,
include the conscious planning of our own extinction when survival on the
planet is no longer an acceptable option.",['q-bio.NC'],2022-01-14,2201.05396,10.3389/fpsyg.2021.762349,['Birgitta Dresp-Langley'],2022,1
57,333,333,"A 1D-0D-3D coupled model for simulating blood flow and transport
  processes in breast tissue","In this work, we present mixed dimensional models for simulating blood flow
and transport processes in breast tissue and the vascular tree supplying it.
These processes are considered, to start from the aortic inlet to the
capillaries and tissue of the breast. Large variations in biophysical
properties and flow conditions exist in this system necessitating the use of
different flow models for different geometries and flow regimes. Large
variations in biophysical properties and flow conditions exist in this system
necessitating the use of different flow models for different geometries and
flow regimes. In total, we consider four different model types. First, a system
of 1D nonlinear hyperbolic PDEs is considered to simulate blood flow in larger
arteries with highly elastic vessel walls. Second, we assign 1D linearized
hyperbolic PDEs to model the smaller arteries with stiffer vessel walls. The
third model type consists of ODE systems (0D models). It is used to model the
arterioles and peripheral circulation. Finally, homogenized 3D porous media
models are considered to simulate flow and transport in capillaries and tissue
within the breast volume. Sink terms are used to account for the influence of
the venous and lymphatic systems. Combining the four model types, we obtain two
different 1D-0D-3D coupled models for simulating blood flow and transport
processes: The first 1D-0D-3D model covers the whole path from the aorta to the
breast, while the second model is a sub-model obtained by restriction to breast
vasculature and tissue making possible a significant reduction in computational
cost. Several numerical experiments are conducted that demonstrate realistic
flow simulations compared to existing data on blood flow in human breast and
vascular system.","['q-bio.TO', 'cs.NA', 'math.NA']",2022-01-14,2201.05392,,"['Marvin Fritz', 'Tobias Köppl', 'J. Tinsley Oden', 'Andreas Wagner', 'Barbara Wohlmuth', 'Chengyue Wu']",2022,1
58,300,300,"Seizure prediction with long-term iEEG recordings: What can we learn
  from data nonstationarity?","Repeated epileptic seizures impair around 65 million people worldwide and a
successful prediction of seizures could significantly help patients suffering
from refractory epilepsy. For two dogs with yearlong intracranial
electroencephalography (iEEG) recordings, we studied the influence of time
series nonstationarity on the performance of seizure prediction using in-house
developed machine learning algorithms. We observed a long-term evolution on the
scale of weeks or months in iEEG time series that may be represented as
switching between certain meta-states. To better predict impending seizures,
retraining of prediction algorithms is therefore necessary and the retraining
schedule should be adjusted to the change in meta-states. There is evidence
that the nature of seizure-free interictal clips also changes with the
transition between meta-states, accwhich has been shown relevant for seizure
prediction.",['q-bio.NC'],2022-01-11,2201.04137,,"['Hongliu Yang', 'Matthias Eberlein', 'Jens Müller', 'Ronald Tetzlaff']",2022,1
59,298,298,Soft disorder modulates the assembly path of protein complexes,"We have ordered the entire set of X-ray crystallographic structures of the
Protein Data Bank in hierarchies of progressive interactions involving the same
or very similar protein chains, obtaining 40 205 hierarchies of protein
complexes with increasing number of partners. We have then studied these
hierarchies as a proxy of the pathways of assembly in protein complex
formation. The database was used to show statistically that new interfaces,
upon protein complex oligomerization, tend to be observed on residues that were
characterized as soft disordered (that is, flexible, amorphous or intrinsically
disordered) in simpler complexes, that is, structures with a smaller number of
partners and preceding the newly oligomerized complex in the hierarchy.
Furthermore, we observe that the location of soft disorder changes place on a
protein as its partners increase during complex formation. Our results unveil
the existence of a general protein assembly mechanism involving soft disorder
that modulates and orders the way protein complexes are assembled. Being soft
disorder regions highly correlated with interaction interfaces in protein
complexes, this work highlights the difficulty of structure prediction of large
protein compounds from sequence, and highlights the importance of coupling soft
disorder predictors with the next generation of complex structure predictors.","['cond-mat.soft', 'cond-mat.dis-nn', 'q-bio.BM', 'q-bio.QM']",2022-01-11,2201.04108,,"['Beatriz Seoane', 'Alessandra Carbone']",2022,1
60,238,238,Modeling Associative Reasoning Processes,"The human capability to reason about one domain by using knowledge of other
domains has been researched for more than 50 years, but models that are
formally sound and predict cognitive process are sparse. We propose a formally
sound method that models associative reasoning by adapting logical reasoning
mechanisms. In particular it is shown that the combination with large
commensense knowledge within a single reasoning system demands for an efficient
and powerful association technique. This approach is also used for modelling
mind-wandering and the Remote Associates Test (RAT) for testing creativity. In
a general discussion we show implications of the model for a broad variety of
cognitive phenomena including consciousness.","['cs.AI', 'q-bio.NC']",2022-01-03,2201.00716,,"['Claudia Schon', 'Ulrich Furbach', 'Marco Ragni']",2022,1
61,254,254,Formal models of memory based on temporally-varying representations,"The idea that memory behavior relies on a gradually-changing internal state
has a long history in mathematical psychology. This chapter traces this line of
thought from statistical learning theory in the 1950s, through distributed
memory models in the latter part of the 20th century and early part of the 21st
century through to modern models based on a scale-invariant temporal history.
We discuss the neural phenomena consistent with this form of representation and
sketch the kinds of cognitive models that can be constructed using it and
connections with formal models of various memory tasks.",['q-bio.NC'],2022-01-05,2201.01796,,['Marc W. Howard'],2022,1
62,266,266,"PWM2Vec: An Efficient Embedding Approach for Viral Host Specification
  from Coronavirus Spike Sequences","COVID-19 pandemic, is still unknown and is an important open question. There
are speculations that bats are a possible origin. Likewise, there are many
closely related (corona-) viruses, such as SARS, which was found to be
transmitted through civets. The study of the different hosts which can be
potential carriers and transmitters of deadly viruses to humans is crucial to
understanding, mitigating and preventing current and future pandemics. In
coronaviruses, the surface (S) protein, or spike protein, is an important part
of determining host specificity since it is the point of contact between the
virus and the host cell membrane. In this paper, we classify the hosts of over
five thousand coronaviruses from their spike protein sequences, segregating
them into clusters of distinct hosts among avians, bats, camels, swines, humans
and weasels, to name a few. We propose a feature embedding based on the
well-known position-weight matrix (PWM), which we call PWM2Vec, and use to
generate feature vectors from the spike protein sequences of these
coronaviruses. While our embedding is inspired by the success of PWMs in
biological applications such as determining protein function, or identifying
transcription factor binding sites, we are the first (to the best of our
knowledge) to use PWMs in the context of host classification from viral
sequences to generate a fixed-length feature vector representation. The results
on the real world data show that in using PWM2Vec, we are able to perform
comparably well as compared to baseline models. We also measure the importance
of different amino acids using information gain to show the amino acids which
are important for predicting the host of a given coronavirus.","['q-bio.GN', 'cs.LG', 'q-bio.QM']",2022-01-06,2201.02273,,"['Sarwan Ali', 'Babatunde Bello', 'Prakash Chourasia', 'Ria Thazhe Punathil', 'Yijing Zhou', 'Murray Patterson']",2022,1
63,265,265,"Invasion of cooperative parasites in moderately structured host
  populations","Certain defense mechanisms of phages against the immune system of their
bacterial host rely on cooperation of phages. Motivated by this example we
analyse invasion probabilities of cooperative parasites in host populations
that are moderately structured. More precisely we assume that hosts are
arranged on the vertices of a configuration model and that offspring of
parasites move to nearest neighbours sites to infect new hosts. We consider
parasites that generate many offspring at reproduction, but do this (usually)
only when infecting a host simultaneously. In this regime we identify and
analyse the spatial scale of the population structure at which invasion of
parasites turns from being an unlikely to an highly probable event.","['q-bio.PE', 'math.PR']",2022-01-06,2201.02249,,"['Vianney Brouard', 'Cornelia Pokalyuk']",2022,1
64,264,264,Fixation Maximization in the Positional Moran Process,"The Moran process is a classic stochastic process that models invasion
dynamics on graphs. A single ""mutant"" (e.g., a new opinion, strain, social
trait etc.) invades a population of residents spread over the nodes of a graph.
The mutant fitness advantage $\delta\geq 0$ determines how aggressively mutants
propagate to their neighbors. The quantity of interest is the fixation
probability, i.e., the probability that the initial mutant eventually takes
over the whole population. However, in realistic settings, the invading mutant
has an advantage only in certain locations. E.g., a bacterial mutation allowing
for lactose metabolism only confers an advantage on places where dairy products
are present. In this paper we introduce the positional Moran process, a natural
generalization in which the mutant fitness advantage is only realized on
specific nodes called active nodes. The associated optimization problem is
fixation maximization: given a budget $k$, choose a set of $k$ active nodes
that maximize the fixation probability of the invading mutant. We show that the
problem is NP-hard, while the optimization function is not submodular, thus
indicating strong computational hardness. Then we focus on two natural limits.
In the limit of $\delta\to\infty$ (strong selection), although the problem
remains NP-hard, the optimization function becomes submodular and thus admits a
constant-factor approximation using a simple greedy algorithm. In the limit of
$\delta\to 0$ (weak selection), we show that in $O(m^\omega)$ time we can
obtain a tight approximation, where $m$ is the number of edges and $\omega$ is
the matrix-multiplication exponent. Finally, we present an experimental
evaluation of the new algorithms together with some proposed heuristics.","['cs.DS', 'cs.CC', 'q-bio.PE']",2022-01-06,2201.02248,,"['Joachim Brendborg', 'Panagiotis Karras', 'Andreas Pavlogiannis', 'Asger Ullersted Rasmussen', 'Josef Tkadlec']",2022,1
65,263,263,"Using mathematical modelling to identify data requirements for increased
  prediction accuracy in radiotherapy","Longitudinal gross tumour volume (GTV) clinical data from head and neck
cancer patients show that tumours of a similar size and stage pre-treatment may
respond very differently to the same radiotherapy fractionation protocol.
Mathematical models of radiation response are often proposed as a means to
predict treatment outcome and prescribe more personalised fractionation
protocols. Predictive mathematical models aimed towards clinical applications
should be sufficiently detailed to capture the range of dynamics observed in
vivo while being sufficiently simple such that the model parameters are
identifiable with respect to the data typically available for model
calibration.
  In this paper we show that models describing the spatiotemporal heterogeneity
of the intratumoural composition may better capture observed in vivo dynamics
than those describing the evolution of the tumour volume alone. We compare the
range of qualitative responses with respect to GTV data throughout radiotherapy
treatment to those observed in a cohort of head and neck cancer patients.
Synthetic data studies are used to address questions of identifiability and
uncertainty quantification. Our results argue that, to develop accurate,
predictive mathematical models, there is a simultaneous need for more detailed
models (possibly incorporating some notion of tumour heterogeneity) along with
more sophisticated data metrics with which to inform such models.",['q-bio.TO'],2022-01-06,2201.02101,,"['Thomas D. Lewin', 'Philip K. Maini', 'Eduardo G. Moros', 'Jimmy Caudell', 'Heiko Enderling', 'Helen M. Byrne']",2022,1
66,262,262,"Simplicial cascades are orchestrated by the multidimensional geometry of
  neuronal complexes","Wavefront propagation and the appearance of spatially distant clusters of
activity generically arise in many contexts including neuron firing, social
contagions, epidemics, and critical infrastructure failures. These phenomena
are in direct competition and represent a frustration between the network's
geometry and topology. Here, we extend their study to systems with higher-order
interactions by analyzing cascades over noisy geometric complexes, which
contain short- and long-range `simplices' that encode dyadic, triadic, and
high-order dependencies. We present a simplicial threshold model (STM) for
cascades in which a vertex $v_i$ becomes active only when the activity across
its simplicial neighbors -- including adjacent 1-simplices, 2-simplices, etc.
-- surpasses a threshold $T_i$. We show that higher-order interactions and
thresholding can coordinate to robustly guide cascades along a geometric
substrate comprised of lower-adjacent simplices despite the presence of
long-range simplices. We explore this phenomenon for a simplicial-complex-based
model of a neuronal network, i.e., a neuronal complex, revealing that
higher-order interactions also promote the expressiveness and efficiency of
diverse spatio-temporal patterns. We support these findings with bifurcation
theory to predict wavefront and clustering dynamics as well as introduce
simplicial cascade maps that embed simplicial complexes with a latent geometry
in which pairwise distances reflect the time required for STM cascades to
travel between vertices. Our findings and proposed mathematical tools reveal
the dynamical/structural interplay of higher-order nonlinearity and the
multidimensional geometry of simplicial complexes to be a fruitful direction
for uncovering the multiscale mechanisms that orchestrate higher-order
processing within complex systems.","['nlin.AO', 'cs.SI', 'q-bio.NC']",2022-01-06,2201.02071,,"['Bengier Ulgen Kilic', 'Dane Taylor']",2022,1
67,261,261,A Review of Mathematical and Computational Methods in Cancer Dynamics,"Cancers are complex adaptive diseases regulated by the nonlinear feedback
systems between genetic instabilities, environmental signals, cellular protein
flows, and gene regulatory networks. Understanding the cybernetics of cancer
requires the integration of information dynamics across multidimensional
spatiotemporal scales, including genetic, transcriptional, metabolic,
proteomic, epigenetic, and multi-cellular networks. However, the time-series
analysis of these complex networks remains vastly absent in cancer research.
With longitudinal screening and time-series analysis of cellular dynamics,
universally observed causal patterns pertaining to dynamical systems, may
self-organize in the signaling or gene expression state-space of cancer
triggering processes. A class of these patterns, strange attractors, may be
mathematical biomarkers of cancer progression. The emergence of intracellular
chaos and chaotic cell population dynamics remains a new paradigm in systems
oncology. As such, chaotic and complex dynamics are discussed as mathematical
hallmarks of cancer cell fate dynamics herein. Given the assumption that
time-resolved single-cell datasets are made available, a survey of
interdisciplinary tools and algorithms from complexity theory, are hereby
reviewed to investigate critical phenomena and chaotic dynamics in cancer
ecosystems. To conclude, the perspective cultivates an intuition for
computational systems oncology in terms of nonlinear dynamics, information
theory, inverse problems and complexity. We highlight the limitations we see in
the area of statistical machine learning but the opportunity at combining it
with the symbolic computational power offered by the mathematical tools
explored.","['q-bio.OT', 'nlin.CD']",2022-01-05,2201.02055,,"['Abicumaran Uthamacumaran', 'Hector Zenil']",2022,1
68,260,260,"Numerical Techniques for Applications of Analytical Theories to
  Sequence-Dependent Phase Separations of Intrinsically Disordered Proteins","Biomolecular condensates, physically underpinned to a significant extent by
liquid-liquid phase separation (LLPS), are now widely recognized by numerous
experimental studies to be of fundamental biological, biomedical, and
biophysical importance. In the face of experimental discoveries, analytical
formulations emerged as a powerful yet tractable tool in recent theoretical
investigations of the role of LLPS in the assembly and dissociation of these
condensates. The pertinent LLPS often involves, though not exclusively,
intrinsically disordered proteins engaging in multivalent interactions that are
governed by their amino acid sequences. For researchers interested in applying
these theoretical methods, here we provide a practical guide to a set of
computational techniques devised for extracting sequence-dependent LLPS
properties from analytical formulations. The numerical procedures covered
include those for the determinination of spinodal and binodal phase boundaries
from a general free energy function with examples based on the random phase
approximation in polymer theory, construction of tie lines for
multiple-component LLPS, and field-theoretic simulation of multiple-chain
heteropolymeric systems using complex Langevin dynamics. Since a more accurate
physical picture often requires comparing analytical theory against
explicit-chain model predictions, a commonly utilized methodology for
coarse-grained molecular dynamics simulations of sequence-specific LLPS is also
briefly outlined.","['q-bio.BM', 'cond-mat.soft']",2022-01-05,2201.0192,,"['Yi-Hsuan Lin', 'Jonas Wessén', 'Tanmoy Pal', 'Suman Das', 'Hue Sun Chan']",2022,1
69,259,259,Graph Neural Networks for Double-Strand DNA Breaks Prediction,"Double-strand DNA breaks (DSBs) are a form of DNA damage that can cause
abnormal chromosomal rearrangements. Recent technologies based on
high-throughput experiments have obvious high costs and technical
challenges.Therefore, we design a graph neural network based method to predict
DSBs (GraphDSB), using DNA sequence features and chromosome structure
information. In order to improve the expression ability of the model, we
introduce Jumping Knowledge architecture and several effective structural
encoding methods. The contribution of structural information to the prediction
of DSBs is verified by the experiments on datasets from normal human epidermal
keratinocytes (NHEK) and chronic myeloid leukemia cell line (K562), and the
ablation studies further demonstrate the effectiveness of the designed
components in the proposed GraphDSB framework. Finally, we use GNNExplainer to
analyze the contribution of node features and topology to DSBs prediction, and
proved the high contribution of 5-mer DNA sequence features and two chromatin
interaction modes.","['q-bio.QM', 'cs.AI', 'cs.LG']",2022-01-04,2201.01855,,"['XU Wang', 'Huan Zhao', 'Weiwei TU', 'Hao Li', 'Yu Sun', 'Xiaochen Bo']",2022,1
70,258,258,"Pruning deep neural networks generates a sparse, bio-inspired nonlinear
  controller for insect flight","Insect flight is a strongly nonlinear and actuated dynamical system. As such,
strategies for understanding its control have typically relied on either
model-based methods or linearizations thereof. Here we develop a framework that
combines model predictive control on an established flight dynamics model and
deep neural networks (DNN) to create an efficient method for solving the
inverse problem of flight control. We turn to natural systems for inspiration
since they inherently demonstrate network pruning with the consequence of
yielding more efficient networks for a specific set of tasks. This bio-inspired
approach allows us to leverage network pruning to optimally sparsify a DNN
architecture in order to perform flight tasks with as few neural connections as
possible, however, there are limits to sparsification. Specifically, as the
number of connections falls below a critical threshold, flight performance
drops considerably. We develop sparsification paradigms and explore their
limits for control tasks. Monte Carlo simulations also quantify the statistical
distribution of network weights during pruning given initial random weights of
the DNNs. We demonstrate that on average, the network can be pruned to retain
approximately 7% of the original network weights, with statistical
distributions quantified at each layer of the network. Overall, this work shows
that sparsely connected DNNs are capable of predicting the forces required to
follow flight trajectories. Additionally, sparsification has sharp performance
limits.",['q-bio.QM'],2022-01-05,2201.01852,,"['Olivia Zahn', 'Jorge Bustamante', 'Callin Switzer', 'Thomas Daniel', 'J. Nathan Kutz']",2022,1
