,title,abstract,categories,created,authors
39,"Finite-Volume Self-Consistent approach for electronic properties at
  ultra-low temperatures: Theory and application to 1D electron gas at the
  Si-SiO2 interface","The conventional (numerical) Self-Consistent effective-mass approaches suffer
from convergence failure at ultra-low temperatures (below 4.2 K).
Discontinuities in material properties (e.g., effective-mass, electron
affinity, dielectric constant) can be regarded as the source of such a
shortcoming. This numerical convergence sensitivity limits the application of
Self-Consistent effective-mass approach to study quantum electronic devices
which often operate at ultra-low temperatures. In this article, we develop a
novel Self-Consistent approach based on Cell-Center Finite-Volume (FV-SC)
discretization of the effective-mass Sturm-Liouville Hamiltonian and
generalized Poisson's equation. We apply this approach to simulate the
one-dimensional electron gas (1DEG) formed at the Si-SiO2 interface via a top
gate. We find excellent Self-Consistent convergence from high to extreme low
(as low as 50 mK) temperatures. We further examine the solidity of FV-SC method
by changing external variables such as the electrochemical potential and the
accumulative top gate voltage. Finally, our approach allows for counting
electron-electron interactions and we find that the electron-electron
interactions can affect the subband properties of 1DEG significantly. Our
results demonstrate that our FV-SC approach is a powerful tool to solve
effective-mass Hamiltonian.",['cond-mat.mes-hall'],2021-12-31,"['Vahid Mosallanejad', 'Haiou Li', 'Gang Cao', 'Kuei-Lin Chiu', 'Wenjie Dou', 'Guo-ping Guo']"
40,"21-Component Compositionally Complex Ceramics: Discovery of
  Ultrahigh-Entropy Weberite and Fergusonite Phases and a Pyrochlore-Weberite
  Transition","Two new high-entropy ceramics (HECs) in the weberite and fergusonite
structures, along with unexpected formation of ordered pyrochlore phases with
ultrahigh-entropy compositions and an abrupt pyrochlore-weberite transition,
are discovered in a 21-component oxide system. While the Gibbs phase rule
allows 21 equilibrium phases, nine out of the 13 compositions examined possess
single HEC phases (with ultrahigh ideal configurational entropies: ~2.7kB per
cation or higher on one sublattice in most cases). Notably,
(15RE1/15)(Nb1/2Ta1/2)O4 possess a single monoclinic fergusonite (C2/c) phase
and (15RE1/15)3(Nb1/2Ta1/2)1O7 form a single orthorhombic (C2221) weberite
phase, where 15RE1/15 represents
Sc1/15Y1/15La1/15Pr1/15Nd1/15Sm1/15Eu1/15Gd1/15Tb1/15Dy1/15Ho1/15Er1/15Tm1/15Yb1/15Lu1/15.
Moreover, a series of eight
(15RE1/15)2+x(Ti1/4Zr1/4Ce1/4Hf1/4)2-2x(Nb1/2Ta1/2)xO7 specimens all exhibit
single phases, where a pyrochlore-weberite transition occurs within 0.75 < x <
0.8125. This cubic-to-orthorhombic transition does not change the
temperature-dependent thermal conductivity appreciably, as the amorphous limit
may have already been achieved in the ultrahigh-entropy 21-component oxides.
These discoveries expand the diversity and complexity of HECs, towards
many-component compositionally complex ceramics (CCCs) and ultrahigh-entropy
ceramics.",['cond-mat.mtrl-sci'],2021-12-31,"['Mingde Qin', 'Heidy Vega', 'Dawei Zhang', 'Sarath Adapa', 'Andrew J. Wright', 'Renkun Chen', 'Jian Luo']"
41,Tachyon model of Tsallis holographic dark energy,"In this paper, we consider the correspondence between the tachyon dark energy
model and the Tsallis holographic dark energy scenario in an FRW universe.We
demonstrate the Tsallis holographic description of tachyon dark energy in an
FRW universe and reconstruct the potential and basic results of the dynamics of
the scalar field which describe the tachyon cosmology. In a flat universe, in
the tachyon model of Tsallis holographic dark energy, independent of the
existence of interaction between dark energy and matter or not, \dot{T}^2 must
always be zero. Therefore, the equation of state {\omega}_D is always -1 in
such a flat universe. For a non-flat universe, \dot{T}^2 cannot be zero so that
{\omega}_D=-1 which cannot be used to explain the origin of the cosmological
constant. \dot{T}^2 monotonically decreases with the increase in \cos(R_h/a)
and \cosh(R_h/a) for different {\delta}'s. In particular, for an open universe,
\dot{T}^2 is always larger than zero, while for a closed universe, \dot{T}^2 is
always smaller than zerowhich is physically invalid. In addition, we conclude
that with the increase in \cos(R_h/a) and \cosh(R_h/a), \dot{T}^2 always
decreases monotonically irrespective of the value of b^2.",['hep-th'],2021-12-31,['Yang Liu']
42,"Electronic and Optical properties of Metallic Nitride: A comparative
  study between the MN (M=Al, Ga, In, Tl) monolayers","The electronic and the optical properties of metallic nitride (MN) monolayers
are studied using a DFT formalism. In most of these monolayers, the electron
density of the metallic atoms is much higher than that of the nitride atoms,
and ionic, covalent, and metallic bonds are found in M-N bonds, resulting in
fascinating electronic and optical properties. The optical band gap is varied
from almost $0.0$ to $3.0$~eV for the MN monolayers depending on the bond type
between the metallic and the nitride atoms, as well as the contribution of the
type of orbitals around the Fermi energy. The optical properties such as the
dielectric function, the excitation spectra, the refractive index, the
reflectivity, and the optical conductivity of MN monolayers are calculated. The
excitation energy and static dielectric constant are found to be inversely
proportional to the band gap at low photon energy. The MN monolayers with a
large band gap have good visible light functionality, while the MN monolayers
with a lower band gap are found to be active in the infrared region.
Furthermore, it is shown that the optical properties of MN monolayers show a
strong anisotropy with respect to the polarization of the incoming light.
Consequently, our results for the optical properties of MN monolayers show that
they could be beneficial in optoelectronic device applications.",['cond-mat.mtrl-sci'],2021-12-31,"['Nzar Rauf Abdullah', 'Botan Jawdat Abdullah', 'Vidar Gudmundsson']"
43,Topological confinement in Skyrme holography,"We study phase transitions in five-dimensional Einstein Gravity with a
negative cosmological constant, coupled to a Skyrme matter field. These
transitions are topological generalizations of the Hawking-Page transition
between thermal Anti de Sitter (AdS) spacetime and an AdS black hole. Phases
are characterized by a topological number associated with the Skyrme field
configuration. Depending on that topological number and on the Skyrme coupling
strength, there occur transitions between those phases at two, one, or no
value(s) of the temperature. Through the holographic (AdS/CFT) correspondence,
these solutions are dual to topologically non-trivial states in a conformal
field theory (CFT) with an SU(2)-symmetry, which support either confined or
deconfined (quasi-)particles at strong coupling. We compare to similar known
phase transitions, and discuss potential applications to confinement in
topological phases of condensed matter and the quark-gluon plasma.","['hep-th', 'cond-mat.str-el', 'hep-ph', 'nucl-th']",2021-12-31,"['Casey Cartwright', 'Benjamin Harms', 'Matthias Kaminski', 'Ronny Thomale']"
44,"Impact of fuel chemistry on the global consumption speed of large
  hydrocarbon fuel/air flames","Large hydrocarbon fuels are used for ground and air transportation and will
be for the foreseeable future. Despite their extensive use, turbulent
combustion of large hydrocarbon fuels, remains relatively poorly understood and
difficult to predict. A key parameter when burning these fuels is the turbulent
consumption speed; the velocity at which fuel and air are consumed through a
turbulent flame front. Such information can be useful as a model input
parameter and for validation of modeled results. In this study, turbulent
consumption speeds were measured for three jet-like fuels using a premixed
turbulent Bunsen burner. The burner was used to independently control
turbulence intensity, unburned temperature, and equivalence ratio. Each fuel
had similar heat releases (within 2%), laminar flame speeds (within 5-15 %),
and adiabatic flame temperatures. Despite this similarity, for constant Re_D
and turbulence intensity, A2 (i.e., jet-A) has the highest turbulent flame
speeds and remains stable (i.e., without tip quenching) at lower {\phi} than
the other fuels evaluated. In contrast the C1 fuel, which contains no
aromatics, has the slowest turbulent flame speeds and exhibits tip quenching at
higher {\phi} then the other fuels. C1 was the most sensitive to the influence
of turbulence, as evidenced by this fuel having the largest ratio of turbulent
to laminar flame speeds. The C1 fuel had the highest stretch sensitivity, in
general, as indicated by calculated Markstein numbers. This work shows that
turbulent flame speeds and tip stability of multi-component large hydrocarbon
fuels can be sensitive to the chemical class of its components. The results
from the current work indicate that caution may be needed when using
alternative or surrogate fuels to replicate conventional fuels, especially if
the alternative fuels are missing chemical classes of fuels that influence
stretch sensitivities.","['physics.flu-dyn', 'physics.chem-ph']",2021-12-31,"['Aaron J. Fillo', 'Jonathan Bonebrake', 'David L. Blunck']"
45,"Supervised versus unsupervised learning: approaching optimal memory
  retrieval in Hopfield networks","The Hebbian unlearning algorithm, i.e. an unsupervised local procedure used
to improve the retrieval properties in Hopfield-like neural networks, is
numerically compared to a supervised algorithm to train a linear symmetric
perceptron. We analyze the stability of the stored memories, which naturally
maps the problem into a constraint satisfaction problem. Basins of attraction
obtained by the Hebbian unlearning technique are found to be comparable in size
to those obtained in the symmetric perceptron, while the two algorithms are
found to converge in the same region of Gardner's space of interactions, having
followed similar learning paths. A geometric interpretation of Hebbian
unlearning is proposed to explain its optimal performances.","['cond-mat.dis-nn', 'cond-mat.stat-mech', 'physics.bio-ph', 'q-bio.NC']",2021-12-31,"['Marco Benedetti', 'Enrico Ventura', 'Enzo Marinari', 'Giancarlo Ruocco', 'Francesco Zamponi']"
46,"Classification of vortex patterns of oscillating foils in side-by-side
  configurations","The unsteady hydrodynamics of two in-phase pitching foils arranged in
side-by-side (parallel) configurations is examined for a range of Strouhal
number and separation distance. Three distinct vortex patterns are identified
in the Strohual number-separation distance phase maps, which include separated
wake, merged wake, and transitional-merged wake. Furthermore, a novel model is
introduced based on fundamental flow variables including velocity, location,
and circulation of dipole structures to quantitatively distinguish vortex
patterns in the wake. The physical mechanism of wake merging process is also
elucidated. When an oscillating foil experiences the jet deflection phenomenon,
secondary structures shed from the primary street traverse in the other
direction by making an angle with its parent vortex street. For parallel foils,
secondary structures from the vortex street of the lower foil interact with the
primary vortex street of the upper foil under certain kinematic conditions.
This interaction triggers the wake merging process by influencing circulation
of coherent structures in the upper part of the wake. It is unveiled that
merging of the wakes leads to enhancements in propulsive efficiency by
increasing thrust generation without a significant alteration in power
requirements. These are attributed to the formation of a high-momentum jet by
the merged vortex street, which possesses significantly larger circulation due
to the amalgamation of the vortices, and major alterations in the evolution of
leading edge vortices. Thus, flow physics that are thoroughly explored here are
crucial in providing novel insights for future development of flow control
techniques for efficient designs of bio-inspired underwater propulsors.",['physics.flu-dyn'],2021-12-31,"['Ahmet Gungor', 'Muhammad Saif Ullah Khalid', 'Arman Hemmati']"
47,"The influence of a fluid core and a solid inner core on the Cassini sate
  of Mercury","We present a model of the Cassini state of Mercury that comprises an inner
core, a fluid core and a mantle. Our model includes inertial and gravitational
torques between interior regions, and viscous and electromagnetic (EM) coupling
at the boundaries of the fluid core. We show that the coupling between
Mercury's interior regions is sufficiently strong that the obliquity of the
mantle spin axis deviates from that of a rigid planet by no more than 0.01
arcmin. The mantle obliquity decreases with increasing inner core size, but the
change between a large and no inner core is limited to 0.015 arcmin. EM
coupling is stronger than viscous coupling at the inner core boundary and, if
the core magnetic field strength is above 0.3 mT, locks the fluid and solid
cores into a common precession motion. Because of the strong gravitational
coupling between the mantle and inner core, the larger the inner core is, the
more this co-precessing core is brought into an alignment with the mantle, and
the more the obliquity of the polar moment of inertia approaches that expected
for a rigid planet. The misalignment between the polar moment of inertia and
mantle spin axis increases with inner core size, but is limited to 0.007
arcmin. Our results imply that the measured obliquities of the mantle spin axis
and polar moment of inertia should coincide at the present-day level of
measurement errors, and cannot be distinguished from the obliquity of a rigid
planet.","['astro-ph.EP', 'physics.geo-ph']",2021-12-31,['Mathieu Dumberry']
48,"Experimental realization of the active convolved illumination imaging
  technique for enhanced signal-to-noise ratio","Imaging is indispensable for nearly every field of science, engineering,
technology, and medicine. However, measurement noise and stochastic distortions
pose fundamental limits to accessible spatiotemporal information despite
impressive tools such as SIM, PALM/STORM, and STED microscopy. How to combat
this challenge ideally has been an open question for decades. Inspired by a
""virtual gain"" technique to compensate losses in metamaterials, ""active
convolved illumination"" has been recently proposed to significantly improve the
signal-to-noise ratio, hence data acquisition. In this technique, the light
pattern of the object is superimposed with a correlated auxiliary pattern, the
function of which is to reverse the adverse effect of noise and random
distortion based on their spectral characteristics. Despite enormous
implications in statistics, an experimental realization of this novel technique
has been lacking to date. Here, we present the first experimental
demonstration. We find that the active convolved illumination does not only
boost the resolution limit and image contrast, but also the resistance to pixel
saturation. The results confirm the previous theories and opens up new horizons
in a wide range of disciplines from atmospheric sciences, seismology, biology,
statistical learning, and information processing to quantum noise beyond the
fundamental boundaries.","['physics.optics', 'eess.IV', 'physics.data-an']",2021-12-31,"['Wyatt Adams', 'Anindya Ghoshroy', 'Durdu O. Guney']"
49,"GW190521: First Measurement of Stimulated Hawking Radiation from Black
  Holes","Being the most massive binary black hole merger event observed to date,
GW190521 is in a class of its own. The exceptionally loud ringdown of this
merger makes it an ideal candidate to search for gravitational wave echoes, a
proposed smoking gun for the quantum structure of black hole horizons. We
perform an unprecedented multi-pronged search for echoes via two
well-established and independent pipelines: a template-based search for
stimulated emission of Hawking radiation, or Boltzmann echoes, and the
model-agnostic coherent WaveBurst (cWB) search. Stimulated Hawking radiation
from the merger is expected to lead to post-merger echoes at horizon mode
frequency of $\sim 50$ Hz (for quadrupolar gravitational radiation), repeating
at intervals of $\sim 1$ second, due to partial reflection off Planckian
quantum structure of the horizon. A careful analysis using dynamic nested
sampling yields a Bayesian evidence of $ 7\pm 2$ (90% confidence level) for
this signal following GW190521, carrying an excess of $10^{+9}_{-7}\%$ in
gravitational wave energy, relative to the main event. Similarly, the
reconstructed waveform of the first echo in cWB carries an energy excess of
$13^{+16}_{-7}\%$. Accounting for the ""look-elsewhere"" effects, we estimate a
p-value for false detection probability of $5.1 \times 10^{-3}$ (or
2.6$\sigma$) using cWB pipeline, although the verdict on the co-localization of
the post-merger echo and the main event in the sky is inconclusive. While the
current evidence for stimulated Hawking radiation does not reach the gold
standard of $5\sigma$, our findings are in line with expectations for
stimulated Hawking radiation at current detector sensitivities. The next
generation of gravitational wave observatories can thus draw a definitive
conclusion on the quantum nature of black hole horizons.","['gr-qc', 'astro-ph.CO', 'astro-ph.HE', 'hep-th']",2021-12-31,"['Jahed Abedi', 'Luís Felipe Longo Micchi', 'Niayesh Afshordi']"
50,Capture of Dark Matter in Neutron Stars,"The extreme conditions in Neutron Stars make them ideal test facilities for
fundamental interactions. A Neutron Star can capture Dark Matter via
scattering. As a result of the scattering, Dark Matter kinetic energy is
transferred to the star. An observational consequence of this can be the
warming of old neutron stars to near-infrared temperatures. Different
approximations or simplifications have been applied to previous analyses of the
capture process. In this article, we summarise a significantly improved
treatment of Dark Matter capture, which properly accounts for all relevant
physical effects over a wide range of Dark Matter masses. Among them are
gravitational focusing, a fully relativistic scattering treatment, Pauli
blocking, neutron star opacity and multiple scattering effects. This paper
cites general expressions that allow the capture rate to be computed
numerically, and simplified expressions for particular types of interactions or
mass regimes, which greatly increase the efficiency of computation. As a result
of our method, we are able to model the scattering of Dark Matter from any
neutron star constituent as well as the capture of Dark Matter in other compact
objects. Our results are applied to scattering of Dark Matter from neutrons,
protons, leptons and exotic baryons.",['hep-ph'],2021-12-31,['Giorgio Busoni']
51,"Predictability of warm and cold winters: Assessment of El Ni\~no effects
  in the North Eurasian regions","Frequency of warm and cold winters in the North Eurasian regions is analyzed
from long-term data, depending on El Nino phenomena of different types.
Frequencies of extremely warm and extremely cold winters for North Eurasian
regions in different phases of El Ni\~no phenomena are compared. Potential
predictability of anomalous winters in the El Ni\~no, La Ni\~na and neutral
phases is estimated.",['physics.ao-ph'],2021-12-31,['I. I. Mokhov']
52,Deterministic Grover search with a restricted oracle,"Grover's quantum search algorithm provides a quadratic quantum advantage over
classical algorithms across a broad class of unstructured search problems. The
original protocol is probabilistic, returning the desired result with
significant probability on each query, but in general, requiring several
iterations of the algorithm. We present a modified version to return the
correct result with certainty without having user control over the quantum
search oracle. Our deterministic, two-parameter ""D2p"" protocol utilizes
generalized phase rotations replacing the phase inversions after a standard
oracle query. The D2p protocol achieves a 100% success rate in no more than one
additional iteration compared to the optimal number of steps in the original
Grover's search enabling the same quadratic speed up. We also provide a
visualization using the Bloch sphere for enhanced geometric intuition.",['quant-ph'],2021-12-31,"['Tanay Roy', 'Liang Jiang', 'David I. Schuster']"
53,"Photoinduced intra-domain dynamics and nonthermal switching of
  metastable states in the one-dimensional extended Peierls-Hubbard model","We investigate the microscopic dynamics at the initial stage of photoinduced
phase transitions in tetrathiafulvalene-$p$-chloranil by exact diagonalization.
We first show that the one-dimensional extended Peierls-Hubbard model exhibits
a neutral phase with small ionicity and negligible dimerization and an ionic
phase with moderate ionicity and dimerization. Besides these phases, we find a
doubly-ionized phase with strong dimerization that we call the ""dipole"" phase.
These ground state phases are characterized by various order parameters and the
Zak phase, which is relevant to electronic polarization. We further explore the
microscopic dynamics of the three phases triggered by short monocycle optical
pulses. The electronic order parameters and lattice displacement suggest that
the neutral-ionic, ionic-neutral, and dipole-ionic transitions are induced.
Furthermore, clear spectroscopic changes are observed in the time-dependent
spectral density and pump-probe conductivity. A detailed analysis of the
spectroscopy demonstrates the generation of coherent charge-transfer strings
via multiphoton absorption and the crucial roles of the excited states and the
metastable ground state at the new lattice position for the ultrafast dynamics.",['cond-mat.str-el'],2021-12-31,"['Junichi Okamoto', 'Sajad Mirmohammadi']"
54,Thermodynamics of massless particles in curved spacetime,"This work is devoted to study the behavior of massless particles within the
context of curved spacetime. In essence, we investigate the consequences of the
scale factor $C(\eta)$ of the Friedmann-Robertson-Walker metric in the
Einstein-aether formalism to study photon-like particles. To do so, we consider
the system within the canonical ensemble formalism in order to derive the
following thermodynamic state quantities: spectral radiance, Helmholtz free
energy, pressure, entropy, mean energy and the heat capacity. Moreover, the
correction to the \textit{Stefan--Boltzmann} law and the equation of states are
also provide. Particularly, we separate our study within three distinct cases,
i.e., $s=0,p=0$; $s=1,p=1$; $s=2,p=1$. In the first one, the results are
derived \textit{numerically}. Nevertheless, for the rest of the cases, all the
calculations are accomplished \textit{analytically} showing explicitly the
dependence of the scale factor $C(\eta)$ and the Riemann zeta function
$\xi(s)$. Furthermore, our analyses are accomplished in general taking into
account three different regimes of temperature of the universe, i.e., the
inflationary era ($T=10^{13}$ GeV), the electroweak epoch ($T=10^{3}$ GeV) and
the cosmic microwave background ($T=10^{-13}$ GeV).","['hep-th', 'gr-qc']",2021-12-31,['A. A. Araújo Filho']
55,"Nucleon isovector momentum fraction, helicity and transversity moment
  using Lattice QCD","We present our recent high precision calculations (Phys. Rev. D102 (2020)
no.5, 054512 and JHEP 04 (2021) 044, JHEP 21 (2020) 004) of the first moment of
nucleon isovector polarized, unpolarized and transversity distributions, i.e.,
momentum fraction, helicity and transversity moment, respectively. We use the
standard method for the calculation of these moments (via matrix elements of
twist two operators), and carry out a detailed analysis of the sources of
systematic uncertainty, in particular of excited state contributions. Our
calculations have been performed using two different lattice setups
(Clover-on-HISQ and Clover-on-Clover), each with several ensembles. They give
consistent results that are in agreement with global fit analyses.",['hep-lat'],2021-12-31,"['Santanu Mondal', 'Tanmoy Bhattacharya', 'Rajan Gupta', 'Bálint Joó', 'Huey-Wen Lin', 'Sungwoo Park', 'Frank Winter', 'Boram Yoon']"
56,Interacting Ghost Dark Energy in Complex Quintessence Theory,"We employ a ghost model of interacting dark energy to obtain the equation of
state \omega for ghost energy density in an FRW universe in complex
quintessence theory. We reconstruct the potential and study the dynamics of the
scalar field that describes complex quintessence cosmology. We perform
\omega-\omega' analysis and stability analysis for both non-interacting and
interacting cases and find that the same basic conclusion as for the real
model, where \omega' = d\omega/dlna. Taking account of the effect of the
complex part and assuming the real part of the quintessence field to be a
""slow-rolling"" field, we conclude that the non-interacting model cannot
describe the real universe since this will lead to fractional energy density
\Omega_D > 1, where \Omega_D can be defined as the ratio of \rho_D to
\rho_{cr}. However, for the interacting case, if we take present \Omega_D =
0.73, then we can determine that b^2 = 0.0849, where b^2 is the interaction
coupling parameter between matter and dark energy. In the real quintessence
model, \Omega_D and b^2 are independent parameters, whereas in the complex
quintessence model, we conclude that there is a relationship between these two
parameters.",['hep-th'],2021-12-31,['Yang Liu']
57,"A MeerKAT, e-MERLIN, H.E.S.S. and Swift search for persistent and
  transient emission associated with three localised FRBs","We report on a search for persistent radio emission from the one-off Fast
Radio Burst (FRB) 20190714A, as well as from two repeating FRBs, 20190711A and
20171019A, using the MeerKAT radio telescope. For FRB 20171019A we also
conducted simultaneous observations with the High Energy Stereoscopic System
(H.E.S.S.) in very high energy gamma rays and searched for signals in the
ultraviolet, optical, and X-ray bands. For this FRB, we obtain a UV flux upper
limit of 1.39x10^-16 erg/cm^-2/s/Amstrong, X-ray limit of ~ 6.6x10^-14
erg/cm^-2/s and a limit on the very-high-energy gamma-ray flux (Phi) (E > 120
GeV) < 1.7 x 10^-12 erg/cm^-2/s. We obtain a radio upper limit of ~15
microJy/beam for persistent emission at the locations of both FRBs 20190711A
and 20171019A, but detect diffuse radio emission with a peak brightness of ~53
microJy/beam associated with FRB 20190714A at z = 0.2365. This represents the
first detection of the radio continuum emission potentially associated with the
host (galaxy) of FRB 20190714A, and is only the third known FRB to have such an
association. Given the possible association of a faint persistent source, FRB
20190714A may potentially be a repeating FRB whose age lies between that of FRB
20121102A and FRB 20180916A. A parallel search for repeat bursts from these
FRBs revealed no new detections down to a fluence of 0.08 Jy ms for a 1 ms
duration burst.","['astro-ph.HE', 'astro-ph.GA']",2021-12-31,"['James O. Chibueze', 'M. Caleb', 'L. Spitler', 'H. Ashkar', 'F. Schussler', 'B. W. Stappers', 'C. Venter', 'I. Heywood', 'A. M. S. Richards', 'D. R. A. Williams', 'M. Kramer', 'R. Beswick', 'M. C. Bezuidenhout', 'R. P. Breton', 'L. N. Driessen', 'F. Jankowski', 'E. F. Keane', 'M. Malenta', 'M. Mickaliger', 'V. Morello', 'H. Qiu', 'K. Rajwade', 'S. Sanidas', 'M. Surnis', 'T. W. Scragg', 'C. R. H. Walker', 'N. Wrigley', 'H. E. S. S. Collaboration', ' :', 'F. Aharonian', 'F. Ait Benkhali', 'E. O. Anguner', 'M. Backes', 'V. Baghmanyan', 'V. Barbosa Martins', 'R. Batzofin', 'Y. Becherini', 'D. Berge', 'M. Bottcher', 'C. Boisson', 'J. Bolmont', 'M. de Bony de Lavergne', 'M. Breuhaus', 'R. Brose', 'F. Brun', 'T. Bulik', 'F. Cangemi', 'S. Caroff', 'S. Casanova', 'J. Catalano', 'M. Cerruti', 'T. Chand', 'A. Chen', 'O. U. Chibueze', 'G. Cotter', 'P. Cristofari', 'J. Damascene Mbarubucyeye', 'J. Devin', 'A. Djannati Atai', 'A. Dmytriiev', 'K. Egberts', 'J. P. Ernenwein', 'A. Fiasson', 'G. Fichet de Clairfontaine', 'G. Fontaine', 'S. Funk', 'S. Gabici', 'S. Ghafourizadeh', 'G. Giavitto', 'D. Glawion', 'M. H. Grondin', 'M. Horbe', 'C. Hoischen', 'T. L. Holch', 'Zhiqiu Huang', 'M. Jamrozy', 'F. Jankowsky', 'I. Jung Richardt', 'E. Kasai', 'K. Katarzynski', 'U. Katz', 'B. Khelifi', 'W. Kluzniak', 'Nu. Komin', 'K. Kosack', 'D. Kostunin', 'A. Lemiere', 'J. P. Lenain', 'F. Leuschner', 'T. Lohse', 'A. Luashvili', 'I. Lypova', 'J. Mackey', 'D. Malyshev', 'V. Marandon', 'P. Marchegiani', 'A. Marcowith', 'G. Marti Devesa', 'R. Marx', 'A. Mitchell', 'R. Moderski', 'L. Mohrmann', 'E. Moulin', 'J. Muller', 'K. Nakashima', 'M. de Naurois', 'A. Nayerhoda', 'J. Niemiec', 'A. Priyana Noel', ""P. O'Brien"", 'S. Ohm', 'L. Olivera Nieto', 'E. de Ona Wilhelmi', 'M. Ostrowski', 'S. Panny', 'R. D. Parsons', 'S. Pita', 'V. Poireau', 'D. A. Prokhorov', 'H. Prokoph', 'G. Puhlhofer', 'A. Quirrenbach', 'P. Reichherzer', 'A. Reimer', 'O. Reimer', 'G. Rowell', 'B. Rudak', 'E. Ruiz Velasco', 'V. Sahakian', 'S. Sailer', 'H. Salzmann', 'D. A. Sanchez', 'A. Santangelo', 'M. Sasaki', 'H. M. Schutte', 'U. Schwanke', 'J. N. S. Shapopi', 'A. Specovius', 'S. Spencer', 'R. Steenkamp', 'S. Steinmassl', 'T. Takahashi', 'T. Tanaka', 'C. Thorpe Morgan', 'N. Tsuji', 'C. van Eldik', 'J. Veh', 'J. Vink', 'S. J. Wagner', 'A. Wierzcholska', 'Yu Wun Wong', 'A. Yusafzai', 'M. Zacharias', 'D. Zargaryan', 'A. A. Zdziarski', 'A. Zech', 'S. J. Zhu', 'S. Zouari', 'N. Zywucka']"
58,A brief guide for a successful teaching assistantship,"This article provides brief guidance for a successful graduate teaching
assistantship at our school. Although the components mentioned in this article
are primarily aimed at mathematics courses designated as the ""Basic Science and
Mathematics"" (BSM) modules with multiple sections, the principle can also be
applied and adapted to other courses and institutions as well.","['math.HO', 'physics.ed-ph']",2021-12-31,['N. Karjanto']
59,Ramanujan summation and the Casimir effect,"Srinivasa Ramanujan was a great self-taught Indian mathematician, who died a
century ago, at the age of only 32, one year after returning from England.
Among his numerous achievements is the assignment of sensible, finite values to
divergent series, which correspond to Riemann's $\zeta$-function with negative
integer arguments. He hardly left any explanation about it, but following the
few hints that he gave, we construct a direct justification for the best known
example, based on analytic continuation. As a physical application of Ramanujan
summation we discuss the Casimir effect, where this way of removing a divergent
term corresponds to the renormalization of the vacuum energy density, in
particular of the photon field. This leads to the prediction of the Casimir
force between conducting plates, which has now been accurately confirmed by
experiments. Finally we review the discussion about the meaning and
interpretation of the Casimir effect. This takes us to the mystery surrounding
the magnitude of Dark Energy.","['physics.hist-ph', 'physics.pop-ph', 'quant-ph']",2021-12-31,['Wolfgang Bietenholz']
60,"The Kinetic Expansion of Solar-Wind Electrons: Transport Theory and
  Predictions for the very Inner Heliosphere","We propose a transport theory for the kinetic evolution of solar-wind
electrons in the heliosphere. We derive a gyro-averaged kinetic transport
equation that accounts for the spherical expansion of the solar wind and the
geometry of the Parker-spiral magnetic field. To solve our three-dimensional
kinetic equation, we develop a mathematical approach that combines the
Crank--Nicolson scheme in velocity space and a finite-difference Euler scheme
in configuration space. We initialize our model with isotropic electron
distribution functions and calculate the kinetic expansion at heliocentric
distances from 5 to 20 solar radii. In our kinetic model, the electrons evolve
mainly through the combination of the ballistic particle streaming, the
magnetic mirror force, and the electric field. By applying fits to our
numerical results, we quantify the parameters of the electron strahl and core
part of the electron velocity distributions. The strahl fit parameters show
that the density of the electron strahl is around 7% of the total electron
density at a distance of 20 solar radii, the strahl bulk velocity and strahl
temperature parallel to the background magnetic field stay approximately
constant beyond a distance of 15 solar radii, and $\beta_{\parallel s}$ (i.e.,
the ratio between strahl parallel thermal pressure to the magnetic pressure) is
approximately constant with heliocentric distance at a value of about 0.02. We
compare our results with data measured by Parker Solar Probe. Furthermore, we
provide theoretical evidence that the electron strahl is not scattered by the
oblique fast-magnetosonic/whistler instability in the near-Sun environment.",['physics.space-ph'],2021-12-31,"['Seong-Yeop Jeong', 'Daniel Verscharen', 'Christian Vocks', 'Joel B. Abraham', 'Christopher J. Owen', 'Robert T. Wicks', 'Andrew N. Fazakerley', 'David Stansby', 'Laura Berčič', 'Georgios Nicolaou', 'Jeffersson A. Agudelo Rueda', 'Mayur Bakrania']"
61,Simplified Gyroscopic Treatment,"Gyroscopic motion explanation in texts is relatively long and requires
reasonable level of comfort with the mathematical tools used. On the other
hand, popular explanation outside academic courses does not explain the
phenomenon and only describes it leaving many to think that it is so weird that
it defies physics. In this paper we offer a simplified and mathematically sound
explanation that can be used in either setting.","['physics.ed-ph', 'physics.pop-ph']",2021-12-31,['M. N. Tarabishy']
62,Automated Fake News Detection using cross-checking with reliable sources,"Over the past decade, fake news and misinformation have turned into a major
problem that has impacted different aspects of our lives, including politics
and public health. Inspired by natural human behavior, we present an approach
that automates the detection of fake news. Natural human behavior is to
cross-check new information with reliable sources. We use Natural Language
Processing (NLP) and build a machine learning (ML) model that automates the
process of cross-checking new information with a set of predefined reliable
sources. We implement this for Twitter and build a model that flags fake
tweets. Specifically, for a given tweet, we use its text to find relevant news
from reliable news agencies. We then train a Random Forest model that checks if
the textual content of the tweet is aligned with the trusted news. If it is
not, the tweet is classified as fake. This approach can be generally applied to
any kind of information and is not limited to a specific news story or a
category of information. Our implementation of this approach gives a $70\%$
accuracy which outperforms other generic fake-news classification models. These
results pave the way towards a more sensible and natural approach to fake news
detection.","['cs.CL', 'cs.SI', 'physics.soc-ph']",2021-12-31,"['Zahra Ghadiri', 'Milad Ranjbar', 'Fakhteh Ghanbarnejad', 'Sadegh Raeisi']"
