,title,abstract,categories,created,authors
40,Differential Privacy Made Easy,"Data privacy is a major issue for many decades, several techniques have been
developed to make sure individuals' privacy but still world has seen privacy
failures. In 2006, Cynthia Dwork gave the idea of Differential Privacy which
gave strong theoretical guarantees for data privacy. Many companies and
research institutes developed differential privacy libraries, but in order to
get the differentially private results, users have to tune the privacy
parameters. In this paper, we minimized these tune-able parameters. The
DP-framework is developed which compares the differentially private results of
three Python based DP libraries. We also introduced a new very simple DP
library (GRAM-DP), so the people with no background of differential privacy can
still secure the privacy of the individuals in the dataset while releasing
statistical results in public.",['cs.CR'],2021-12-31,['Muhammad Aitsam']
41,"SalyPath360: Saliency and Scanpath Prediction Framework for
  Omnidirectional Images","This paper introduces a new framework to predict visual attention of
omnidirectional images. The key setup of our architecture is the simultaneous
prediction of the saliency map and a corresponding scanpath for a given
stimulus. The framework implements a fully encoder-decoder convolutional neural
network augmented by an attention module to generate representative saliency
maps. In addition, an auxiliary network is employed to generate probable
viewport center fixation points through the SoftArgMax function. The latter
allows to derive fixation points from feature maps. To take advantage of the
scanpath prediction, an adaptive joint probability distribution model is then
applied to construct the final unbiased saliency map by leveraging the encoder
decoder-based saliency map and the scanpath-based saliency heatmap. The
proposed framework was evaluated in terms of saliency and scanpath prediction,
and the results were compared to state-of-the-art methods on Salient360!
dataset. The results showed the relevance of our framework and the benefits of
such architecture for further omnidirectional visual attention prediction
tasks.",['cs.CV'],2021-12-31,"['Mohamed Amine Kerkouri', 'Marouane Tliba', 'Aladine Chetouani', 'Mohamed Sayeh']"
42,Adversarial Attack via Dual-Stage Network Erosion,"Deep neural networks are vulnerable to adversarial examples, which can fool
deep models by adding subtle perturbations. Although existing attacks have
achieved promising results, it still leaves a long way to go for generating
transferable adversarial examples under the black-box setting. To this end,
this paper proposes to improve the transferability of adversarial examples, and
applies dual-stage feature-level perturbations to an existing model to
implicitly create a set of diverse models. Then these models are fused by the
longitudinal ensemble during the iterations. The proposed method is termed
Dual-Stage Network Erosion (DSNE). We conduct comprehensive experiments both on
non-residual and residual networks, and obtain more transferable adversarial
examples with the computational cost similar to the state-of-the-art method. In
particular, for the residual networks, the transferability of the adversarial
examples can be significantly improved by biasing the residual block
information to the skip connections. Our work provides new insights into the
architectural vulnerability of neural networks and presents new challenges to
the robustness of neural networks.","['cs.CV', 'eess.IV']",2021-12-31,"['Yexin Duan', 'Junhua Zou', 'Xingyu Zhou', 'Wu Zhang', 'Jin Zhang', 'Zhisong Pan']"
43,"Performance Comparison of Deep Learning Architectures for Artifact
  Removal in Gastrointestinal Endoscopic Imaging","Endoscopic images typically contain several artifacts. The artifacts
significantly impact image analysis result in computer-aided diagnosis.
Convolutional neural networks (CNNs), a type of deep learning, can removes such
artifacts. Various architectures have been proposed for the CNNs, and the
accuracy of artifact removal varies depending on the choice of architecture.
Therefore, it is necessary to determine the artifact removal accuracy,
depending on the selected architecture. In this study, we focus on endoscopic
surgical instruments as artifacts, and determine and discuss the artifact
removal accuracy using seven different CNN architectures.","['eess.IV', 'cs.CV', 'cs.LG']",2021-12-31,"['Taira Watanabe', 'Kensuke Tanioka', 'Satoru Hiwa', 'Tomoyuki Hiroyasu']"
44,Boosting RGB-D Saliency Detection by Leveraging Unlabeled RGB Images,"Training deep models for RGB-D salient object detection (SOD) often requires
a large number of labeled RGB-D images. However, RGB-D data is not easily
acquired, which limits the development of RGB-D SOD techniques. To alleviate
this issue, we present a Dual-Semi RGB-D Salient Object Detection Network
(DS-Net) to leverage unlabeled RGB images for boosting RGB-D saliency
detection. We first devise a depth decoupling convolutional neural network
(DDCNN), which contains a depth estimation branch and a saliency detection
branch. The depth estimation branch is trained with RGB-D images and then used
to estimate the pseudo depth maps for all unlabeled RGB images to form the
paired data. The saliency detection branch is used to fuse the RGB feature and
depth feature to predict the RGB-D saliency. Then, the whole DDCNN is assigned
as the backbone in a teacher-student framework for semi-supervised learning.
Moreover, we also introduce a consistency loss on the intermediate attention
and saliency maps for the unlabeled data, as well as a supervised depth and
saliency loss for labeled data. Experimental results on seven widely-used
benchmark datasets demonstrate that our DDCNN outperforms state-of-the-art
methods both quantitatively and qualitatively. We also demonstrate that our
semi-supervised DS-Net can further improve the performance, even when using an
RGB image with the pseudo depth map.","['eess.IV', 'cs.CV']",2021-12-31,"['Xiaoqiang Wang', 'Lei Zhu', 'Siliang Tang', 'Huazhu Fu', 'Ping Li', 'Fei Wu', 'Yi Yang', 'Yueting Zhuang']"
45,"Analytical Shaping Method for Low-Thrust Rendezvous Trajectory Using
  Cubic Spline Functions","Preliminary mission design requires an efficient and accurate approximation
to the low-thrust rendezvous trajectories, which might be generally
three-dimensional and involve multiple revolutions. In this paper, a new
shaping method using cubic spline functions is developed for the analytical
approximation, which shows advantages in the optimality and computational
efficiency. The rendezvous constraints on the boundary states and transfer time
are all satisfied analytically, under the assumption that the boundary
conditions and segment numbers of cubic spline functions are designated in
advance. Two specific shapes are then formulated according to whether they have
free optimization parameters. The shape without free parameters provides an
efficient and robust estimation, while the other one allows a subsequent
optimization for the satisfaction of additional constraints such as the
constraint on the thrust magnitude. Applications of the proposed method in
combination with the particle swarm optimization algorithm are discussed
through two typical interplanetary rendezvous missions, that is, an inclined
multi-revolution trajectory from the Earth to asteroid Dionysus and a
multi-rendezvous trajectory of sample return. Simulation examples show that the
proposed method is superior to existing methods in terms of providing good
estimation for the global search and generating suitable initial guess for the
subsequent trajectory optimization.",['cs.RO'],2021-12-31,"['Di Wu', 'Tongxin Zhang', 'Yuan Zhong', 'Fanghua Jiang', 'Junfeng Li']"
46,Distributed Evolution Strategies Using TPUs for Meta-Learning,"Meta-learning traditionally relies on backpropagation through entire tasks to
iteratively improve a model's learning dynamics. However, this approach is
computationally intractable when scaled to complex tasks. We propose a
distributed evolutionary meta-learning strategy using Tensor Processing Units
(TPUs) that is highly parallel and scalable to arbitrarily long tasks with no
increase in memory cost. Using a Prototypical Network trained with evolution
strategies on the Omniglot dataset, we achieved an accuracy of 98.4% on a
5-shot classification problem. Our algorithm used as much as 40 times less
memory than automatic differentiation to compute the gradient, with the
resulting model achieving accuracy within 1.3% of a backpropagation-trained
equivalent (99.6%). We observed better classification accuracy as high as 99.1%
with larger population configurations. We further experimentally validate the
stability and performance of ES-ProtoNet across a variety of training
conditions (varying population size, model size, number of workers, shot, way,
ES hyperparameters, etc.). Our contributions are twofold: we provide the first
assessment of evolutionary meta-learning in a supervised setting, and create a
general framework for distributed evolution strategies on TPUs.","['cs.NE', 'cs.AI', 'cs.LG']",2021-12-31,"['Alex Sheng', 'Derek He']"
47,Automated Fake News Detection using cross-checking with reliable sources,"Over the past decade, fake news and misinformation have turned into a major
problem that has impacted different aspects of our lives, including politics
and public health. Inspired by natural human behavior, we present an approach
that automates the detection of fake news. Natural human behavior is to
cross-check new information with reliable sources. We use Natural Language
Processing (NLP) and build a machine learning (ML) model that automates the
process of cross-checking new information with a set of predefined reliable
sources. We implement this for Twitter and build a model that flags fake
tweets. Specifically, for a given tweet, we use its text to find relevant news
from reliable news agencies. We then train a Random Forest model that checks if
the textual content of the tweet is aligned with the trusted news. If it is
not, the tweet is classified as fake. This approach can be generally applied to
any kind of information and is not limited to a specific news story or a
category of information. Our implementation of this approach gives a $70\%$
accuracy which outperforms other generic fake-news classification models. These
results pave the way towards a more sensible and natural approach to fake news
detection.","['cs.CL', 'cs.SI', 'physics.soc-ph']",2021-12-31,"['Zahra Ghadiri', 'Milad Ranjbar', 'Fakhteh Ghanbarnejad', 'Sadegh Raeisi']"
48,"Notes on the Boussinesq-Full dispersion systems for internal waves:
  Numerical solution and solitary waves","In this paper we study some theoretical and numerical issues of the
Boussinesq/Full dispersion system. This is a a three-parameter system of pde's
that models the propagation of internal waves along the interface of two-fluid
layers with rigid lid condition for the upper layer, and under a Boussinesq
regime for the upper layer and a full dispersion regime for the lower layer. We
first discretize in space the periodic initial-value problem with a
Fourier-Galerkin spectral method and prove error estimates for several ranges
of values of the parameters. Solitary waves of the model systems are then
studied numerically in several ways. The numerical generation is analyzed by
approximating the ode system with periodic boundary conditions for the
solitary-wave profiles with a Fourier spectral scheme, implemented in a
collocation form, and solving iteratively the corresponding algebraic system in
Fourier space with the Petviashvili method accelerated with the minimal
polynomial extrapolation technique. Motivated by the numerical results, a new
result of existence of solitary waves is proved. In the last part of the paper,
the dynamics of these solitary waves is studied computationally, To this end,
the semidiscrete systems obtained from the Fourier-Galerkin discretization in
space are integrated numerically in time by a Runge-Kutta Composition method of
order four. The fully discrete scheme is used to explore numerically the
stability of solitary waves, their collisions, and the resolution of other
initial conditions into solitary waves.","['math.NA', 'cs.NA', 'math.AP']",2021-12-31,"['V. A. Dougalis', 'A. Durán', 'L. Saridaki']"
49,How do lexical semantics affect translation? An empirical study,"Neural machine translation (NMT) systems aim to map text from one language
into another. While there are a wide variety of applications of NMT, one of the
most important is translation of natural language. A distinguishing factor of
natural language is that words are typically ordered according to the rules of
the grammar of a given language. Although many advances have been made in
developing NMT systems for translating natural language, little research has
been done on understanding how the word ordering of and lexical similarity
between the source and target language affect translation performance. Here, we
investigate these relationships on a variety of low-resource language pairs
from the OpenSubtitles2016 database, where the source language is English, and
find that the more similar the target language is to English, the greater the
translation performance. In addition, we study the impact of providing NMT
models with part of speech of words (POS) in the English sequence and find
that, for Transformer-based models, the more dissimilar the target language is
from English, the greater the benefit provided by POS.","['cs.CL', 'cs.LG']",2021-12-31,"['Vivek Subramanian', 'Dhanasekar Sundararaman']"
50,"Engagement Outweighs Exposure to Partisan and Unreliable News within
  Google Search","Popular online platforms such as Google Search have the capacity to expose
billions of users to partisan and unreliable news. Yet, the content they show
real users is understudied due to the technical challenges of independently
obtaining such data, and the lack of data sharing agreements that include it.
Here we advance on existing digital trace methods using a two-wave study in
which we captured not only the URLs participants clicked on while browsing the
web (engagement), but also the URLs they saw while using Google Search
(exposure). Using surveys paired with engagement and exposure data collected
around the 2018 and 2020 US elections, we found that strong Republicans engaged
with more partisan and unreliable news than strong Democrats did, despite the
two groups being exposed to similar amounts of partisan and unreliable news in
their Google search results. Our results suggest the search engine is not
pushing strong partisans into filter bubbles, but strong Republicans are
asymmetrically selecting into echo chambers. These findings hold across both
study waves, align with work on social media and web browsing, and provide a
rare look at the relationship between exposure and engagement. Our research
highlights the importance of users' choices, and our approach moves the field
closer to the independent, longitudinal, and cross-platform studies it needs to
evaluate the impact of online search and social media platforms.",['cs.SI'],2021-12-31,"['Ronald E. Robertson', 'Jon Green', 'Damian Ruck', 'Katya Ognyanova', 'Christo Wilson', 'David Lazer']"
51,Stealth Data Injection Attacks with Sparsity Constraints,"Sparse stealth attack constructions that minimize the mutual information
between the state variables and the observations are proposed. The attack
construction is formulated as the design of a multivariate Gaussian
distribution that aims to minimize the mutual information while limiting the
Kullback-Leibler divergence between the distribution of the observations under
attack and the distribution of the observations without attack. The sparsity
constraint is incorporated as a support constraint of the attack distribution.
Two heuristic greedy algorithms for the attack construction are proposed. The
first algorithm assumes that the attack vector consists of independent entries,
and therefore, requires no communication between different attacked locations.
The second algorithm considers correlation between the attack vector entries
and achieves a better disruption to stealth tradeoff at the cost of requiring
communication between different locations. We numerically evaluate the
performance of the proposed attack constructions on IEEE test systems and show
that it is feasible to construct stealth attacks that generate significant
disruption with a low number of compromised sensors.","['eess.SY', 'cs.SY']",2021-12-31,"['Xiuzhen Ye', 'Iñaki Esnaola', 'Samir M. Perlaza', 'Robert F. Harrison']"
52,"Clustering Vietnamese Conversations From Facebook Page To Build Training
  Dataset For Chatbot","The biggest challenge of building chatbots is training data. The required
data must be realistic and large enough to train chatbots. We create a tool to
get actual training data from Facebook messenger of a Facebook page. After text
preprocessing steps, the newly obtained dataset generates FVnC and Sample
dataset. We use the Retraining of BERT for Vietnamese (PhoBERT) to extract
features of our text data. K-Means and DBSCAN clustering algorithms are used
for clustering tasks based on output embeddings from PhoBERT$_{base}$. We apply
V-measure score and Silhouette score to evaluate the performance of clustering
algorithms. We also demonstrate the efficiency of PhoBERT compared to other
models in feature extraction on the Sample dataset and wiki dataset. A
GridSearch algorithm that combines both clustering evaluations is also proposed
to find optimal parameters. Thanks to clustering such a number of
conversations, we save a lot of time and effort to build data and storylines
for training chatbot.",['cs.CL'],2021-12-31,"['Trieu Hai Nguyen', 'Thi-Kim-Ngoan Pham', 'Thi-Hong-Minh Bui', 'Thanh-Quynh-Chau Nguyen']"
53,Robust Region Feature Synthesizer for Zero-Shot Object Detection,"Zero-shot object detection aims at incorporating class semantic vectors to
realize the detection of (both seen and) unseen classes given an unconstrained
test image. In this study, we reveal the core challenges in this research area:
how to synthesize robust region features (for unseen objects) that are as
intra-class diverse and inter-class separable as the real samples, so that
strong unseen object detectors can be trained upon them. To address these
challenges, we build a novel zero-shot object detection framework that contains
an Intra-class Semantic Diverging component and an Inter-class Structure
Preserving component. The former is used to realize the one-to-more mapping to
obtain diverse visual features from each class semantic vector, preventing
miss-classifying the real unseen objects as image backgrounds. While the latter
is used to avoid the synthesized features too scattered to mix up the
inter-class and foreground-background relationship. To demonstrate the
effectiveness of the proposed approach, comprehensive experiments on PASCAL
VOC, COCO, and DIOR datasets are conducted. Notably, our approach achieves the
new state-of-the-art performance on PASCAL VOC and COCO and it is the first
study to carry out zero-shot object detection in remote sensing imagery.",['cs.CV'],2021-12-31,"['Peiliang Huang', 'Junwei Han', 'De Cheng', 'Dingwen Zhang']"
54,"Croesus: Multi-Stage Processing and Transactions for Video-Analytics in
  Edge-Cloud Systems","Emerging edge applications require both a fast response latency and complex
processing. This is infeasible without expensive hardware that can process
complex operations -- such as object detection -- within a short time. Many
approach this problem by addressing the complexity of the models -- via model
compression, pruning and quantization -- or compressing the input. In this
paper, we propose a different perspective when addressing the performance
challenges. Croesus is a multi-stage approach to edge-cloud systems that
provides the ability to find the balance between accuracy and performance.
Croesus consists of two stages (that can be generalized to multiple stages): an
initial and a final stage. The initial stage performs the computation in
real-time using approximate/best-effort computation at the edge. The final
stage performs the full computation at the cloud, and uses the results to
correct any errors made at the initial stage. In this paper, we demonstrate the
implications of such an approach on a video analytics use-case and show how
multi-stage processing yields a better balance between accuracy and
performance. Moreover, we study the safety of multi-stage transactions via two
proposals: multi-stage serializability (MS-SR) and multi-stage invariant
confluence with Apologies (MS-IA).","['eess.SY', 'cs.CV', 'cs.DC', 'cs.LG', 'cs.SY']",2021-12-31,"['Samaa Gazzaz', 'Vishal Chakraborty', 'Faisal Nawab']"
55,"Statistical Program Slicing: a Hybrid Slicing Technique for Analyzing
  Deployed Software","Dynamic program slicing can significantly reduce the code developers need to
inspect by narrowing it down to only a subset of relevant program statements.
However, despite an extensive body of research showing its usefulness, dynamic
slicing is still short from production-level use due to the high cost of
runtime instrumentation.
  As an alternative, we propose statistical program slicing, a novel hybrid
dynamic-static slicing technique that explores the trade-off between accuracy
and runtime cost. Our approach relies on modern hardware support for control
flow monitoring and a novel, cooperative heap memory tracing mechanism combined
with static program analysis for data flow tracking. We evaluate statistical
slicing for debugging on 21 failures from 6 widely deployed applications and
show it recovers 94% of the program statements on a dynamic slice with only 5%
overhead.","['cs.SE', 'cs.PL']",2021-12-31,"['Bogdan Alexandru Stoica', 'Swarup K. Sahoo', 'James R. Larus', 'Vikram S. Adve']"
56,iCaps: Iterative Category-level Object Pose and Shape Estimation,"This paper proposes a category-level 6D object pose and shape estimation
approach iCaps, which allows tracking 6D poses of unseen objects in a category
and estimating their 3D shapes. We develop a category-level auto-encoder
network using depth images as input, where feature embeddings from the
auto-encoder encode poses of objects in a category. The auto-encoder can be
used in a particle filter framework to estimate and track 6D poses of objects
in a category. By exploiting an implicit shape representation based on signed
distance functions, we build a LatentNet to estimate a latent representation of
the 3D shape given the estimated pose of an object. Then the estimated pose and
shape can be used to update each other in an iterative way. Our category-level
6D object pose and shape estimation pipeline only requires 2D detection and
segmentation for initialization. We evaluate our approach on a publicly
available dataset and demonstrate its effectiveness. In particular, our method
achieves comparably high accuracy on shape estimation.","['cs.CV', 'cs.RO']",2021-12-31,"['Xinke Deng', 'Junyi Geng', 'Timothy Bretl', 'Yu Xiang', 'Dieter Fox']"
57,"Representation Topology Divergence: A Method for Comparing Neural
  Network Representations","Comparison of data representations is a complex multi-aspect problem that has
not enjoyed a complete solution yet. We propose a method for comparing two data
representations. We introduce the Representation Topology Divergence (RTD),
measuring the dissimilarity in multi-scale topology between two point clouds of
equal size with a one-to-one correspondence between points. The data point
clouds are allowed to lie in different ambient spaces. The RTD is one of the
few TDA-based practical methods applicable to real machine learning datasets.
Experiments show that the proposed RTD agrees with the intuitive assessment of
data representation similarity and is sensitive to its topological structure.
We apply RTD to gain insights on neural networks representations in computer
vision and NLP domains for various problems: training dynamics analysis, data
distribution shift, transfer learning, ensemble learning, disentanglement
assessment.",['cs.LG'],2021-12-31,"['Serguei Barannikov', 'Ilya Trofimov', 'Nikita Balabin', 'Evgeny Burnaev']"
58,Optimal Representations for Covariate Shift,"Machine learning systems often experience a distribution shift between
training and testing. In this paper, we introduce a simple variational
objective whose optima are exactly the set of all representations on which risk
minimizers are guaranteed to be robust to any distribution shift that preserves
the Bayes predictor, e.g., covariate shifts. Our objective has two components.
First, a representation must remain discriminative for the task, i.e., some
predictor must be able to simultaneously minimize the source and target risk.
Second, the representation's marginal support needs to be the same across
source and target. We make this practical by designing self-supervised learning
methods that only use unlabelled data and augmentations to train robust
representations. Our objectives achieve state-of-the-art results on DomainBed,
and give insights into the robustness of recent methods, such as CLIP.","['cs.LG', 'cs.AI', 'cs.IT', 'math.IT', 'stat.ML']",2021-12-31,"['Yangjun Ruan', 'Yann Dubois', 'Chris J. Maddison']"
59,Evaluating Deep Music Generation Methods Using Data Augmentation,"Despite advances in deep algorithmic music generation, evaluation of
generated samples often relies on human evaluation, which is subjective and
costly. We focus on designing a homogeneous, objective framework for evaluating
samples of algorithmically generated music. Any engineered measures to evaluate
generated music typically attempt to define the samples' musicality, but do not
capture qualities of music such as theme or mood. We do not seek to assess the
musical merit of generated music, but instead explore whether generated samples
contain meaningful information pertaining to emotion or mood/theme. We achieve
this by measuring the change in predictive performance of a music mood/theme
classifier after augmenting its training data with generated samples. We
analyse music samples generated by three models -- SampleRNN, Jukebox, and DDSP
-- and employ a homogeneous framework across all methods to allow for objective
comparison. This is the first attempt at augmenting a music genre
classification dataset with conditionally generated music. We investigate the
classification performance improvement using deep music generation and the
ability of the generators to make emotional music by using an additional,
emotion annotation of the dataset. Finally, we use a classifier trained on real
data to evaluate the label validity of class-conditionally generated samples.","['cs.SD', 'cs.LG', 'eess.AS']",2021-12-31,"['Toby Godwin', 'Georgios Rizos', 'Alice Baird', 'Najla D. Al Futaisi', 'Vincent Brisse', 'Bjoern W. Schuller']"
60,PatchTrack: Multiple Object Tracking Using Frame Patches,"Object motion and object appearance are commonly used information in multiple
object tracking (MOT) applications, either for associating detections across
frames in tracking-by-detection methods or direct track predictions for
joint-detection-and-tracking methods. However, not only are these two types of
information often considered separately, but also they do not help optimize the
usage of visual information from the current frame of interest directly. In
this paper, we present PatchTrack, a Transformer-based
joint-detection-and-tracking system that predicts tracks using patches of the
current frame of interest. We use the Kalman filter to predict the locations of
existing tracks in the current frame from the previous frame. Patches cropped
from the predicted bounding boxes are sent to the Transformer decoder to infer
new tracks. By utilizing both object motion and object appearance information
encoded in patches, the proposed method pays more attention to where new tracks
are more likely to occur. We show the effectiveness of PatchTrack on recent MOT
benchmarks, including MOT16 (MOTA 73.71%, IDF1 65.77%) and MOT17 (MOTA 73.59%,
IDF1 65.23%). The results are published on
https://motchallenge.net/method/MOT=4725&chl=10.",['cs.CV'],2021-12-31,"['Xiaotong Chen', 'Seyed Mehdi Iranmanesh', 'Kuo-Chin Lien']"
61,Quality-aware Part Models for Occluded Person Re-identification,"Occlusion poses a major challenge for person re-identification (ReID).
Existing approaches typically rely on outside tools to infer visible body
parts, which may be suboptimal in terms of both computational efficiency and
ReID accuracy. In particular, they may fail when facing complex occlusions,
such as those between pedestrians. Accordingly, in this paper, we propose a
novel method named Quality-aware Part Models (QPM) for occlusion-robust ReID.
First, we propose to jointly learn part features and predict part quality
scores. As no quality annotation is available, we introduce a strategy that
automatically assigns low scores to occluded body parts, thereby weakening the
impact of occluded body parts on ReID results. Second, based on the predicted
part quality scores, we propose a novel identity-aware spatial attention (ISA)
module. In this module, a coarse identity-aware feature is utilized to
highlight pixels of the target pedestrian, so as to handle the occlusion
between pedestrians. Third, we design an adaptive and efficient approach for
generating global features from common non-occluded regions with respect to
each image pair. This design is crucial, but is often ignored by existing
methods. QPM has three key advantages: 1) it does not rely on any outside tools
in either the training or inference stages; 2) it handles occlusions caused by
both objects and other pedestrians;3) it is highly computationally efficient.
Experimental results on four popular databases for occluded ReID demonstrate
that QPM consistently outperforms state-of-the-art methods by significant
margins. The code of QPM will be released.",['cs.CV'],2021-12-31,"['Pengfei Wang', 'Changxing Ding', 'Zhiyin Shao', 'Zhibin Hong', 'Shengli Zhang', 'Dacheng Tao']"
62,An Efficient and Robust Committee Structure for Sharding Blockchain,"Nowadays, sharding is deemed as a promising way to save traditional
blockchain protocols from their low scalability. However, such technique also
brings several potential risks and huge communication overheads. An improper
design may give rise to the inconsistent state among different committees.
Further, the communication overheads arising from cross-shard transactions
unfortunately reduce the system's performance. In this paper, we first
summarize five essential issues that all sharding blockchain designers face.
For each issue, we discuss its key challenge and propose our suggested
solutions. In order to break the performance bottlenecks, we propose a
reputation mechanism for selecting leaders. The term of reputation in our
design reflects each node's honest computation resources. In addition, we
introduce a referee committee and partial sets in each committee, and design a
recovery procedure in case the leader is malicious. Under the design, we prove
that malicious leaders will not hurt the system and will be evicted.
Furthermore, we conduct a series of simulations to evaluate our design. The
results show that selecting leaders by the reputation can dramatically improve
the system performance.","['cs.CR', 'cs.DC']",2021-12-31,"['Mengqian Zhang', 'Jichen Li', 'Zhaohua Chen', 'Hongyin Chen', 'Xiaotie Deng']"
63,"Role of Data Augmentation Strategies in Knowledge Distillation for
  Wearable Sensor Data","Deep neural networks are parametrized by several thousands or millions of
parameters, and have shown tremendous success in many classification problems.
However, the large number of parameters makes it difficult to integrate these
models into edge devices such as smartphones and wearable devices. To address
this problem, knowledge distillation (KD) has been widely employed, that uses a
pre-trained high capacity network to train a much smaller network, suitable for
edge devices. In this paper, for the first time, we study the applicability and
challenges of using KD for time-series data for wearable devices. Successful
application of KD requires specific choices of data augmentation methods during
training. However, it is not yet known if there exists a coherent strategy for
choosing an augmentation approach during KD. In this paper, we report the
results of a detailed study that compares and contrasts various common choices
and some hybrid data augmentation strategies in KD based human activity
analysis. Research in this area is often limited as there are not many
comprehensive databases available in the public domain from wearable devices.
Our study considers databases from small scale publicly available to one
derived from a large scale interventional study into human activity and
sedentary behavior. We find that the choice of data augmentation techniques
during KD have a variable level of impact on end performance, and find that the
optimal network choice as well as data augmentation strategies are specific to
a dataset at hand. However, we also conclude with a general set of
recommendations that can provide a strong baseline performance across
databases.","['cs.LG', 'cs.HC', 'eess.SP']",2021-12-31,"['Eun Som Jeon', 'Anirudh Som', 'Ankita Shukla', 'Kristina Hasanaj', 'Matthew P. Buman', 'Pavan Turaga']"
64,"An overview of the quantitative causality analysis and causal graph
  reconstruction based on a rigorous formalism of information flow","Inference of causal relations from data now has become an important field in
artificial intelligence. During the past 16 years, causality analysis (in a
quantitative sense) has been developed independently in physics from first
principles. This short note is a brief summary of this line of work, including
part of the theory and several representative applications.","['eess.SY', 'cs.AI', 'cs.SY', 'physics.data-an']",2021-12-31,['X. San Liang']
65,"Deep-learning-based upscaling method for geologic models via
  theory-guided convolutional neural network","Large-scale or high-resolution geologic models usually comprise a huge number
of grid blocks, which can be computationally demanding and time-consuming to
solve with numerical simulators. Therefore, it is advantageous to upscale
geologic models (e.g., hydraulic conductivity) from fine-scale (high-resolution
grids) to coarse-scale systems. Numerical upscaling methods have been proven to
be effective and robust for coarsening geologic models, but their efficiency
remains to be improved. In this work, a deep-learning-based method is proposed
to upscale the fine-scale geologic models, which can assist to improve
upscaling efficiency significantly. In the deep learning method, a deep
convolutional neural network (CNN) is trained to approximate the relationship
between the coarse grid of hydraulic conductivity fields and the hydraulic
heads, which can then be utilized to replace the numerical solvers while
solving the flow equations for each coarse block. In addition, physical laws
(e.g., governing equations and periodic boundary conditions) can also be
incorporated into the training process of the deep CNN model, which is termed
the theory-guided convolutional neural network (TgCNN). With the physical
information considered, dependence on the data volume of training the deep
learning models can be reduced greatly. Several subsurface flow cases are
introduced to test the performance of the proposed deep-learning-based
upscaling method, including 2D and 3D cases, and isotropic and anisotropic
cases. The results show that the deep learning method can provide equivalent
upscaling accuracy to the numerical method, and efficiency can be improved
significantly compared to numerical upscaling.","['cs.LG', 'cs.AI', 'stat.ML']",2021-12-31,"['Nanzhe Wang', 'Qinzhuo Liao', 'Haibin Chang', 'Dongxiao Zhang']"
66,Inexact Graph Matching Using Centrality Measures,"Graph matching is the process of computing the similarity between two graphs.
Depending on the requirement, it can be exact or inexact. Exact graph matching
requires a strict correspondence between nodes of two graphs, whereas inexact
matching allows some flexibility or tolerance during the graph matching. In
this chapter, we describe an approximate inexact graph matching by reducing the
size of the graphs using different centrality measures. Experimental evaluation
shows that it can reduce running time for inexact graph matching.","['cs.SI', 'cs.DS']",2021-12-31,['Shri Prakash Dwivedi']
67,Scene-Adaptive Attention Network for Crowd Counting,"In recent years, significant progress has been made on the research of crowd
counting. However, as the challenging scale variations and complex scenes
existed in crowds, neither traditional convolution networks nor recent
Transformer architectures with fixed-size attention could handle the task well.
To address this problem, this paper proposes a scene-adaptive attention
network, termed SAANet. First of all, we design a deformable attention in-built
Transformer backbone, which learns adaptive feature representations with
deformable sampling locations and dynamic attention weights. Then we propose
the multi-level feature fusion and count-attentive feature enhancement modules
further, to strengthen feature representation under the global image context.
The learned representations could attend to the foreground and are adaptive to
different scales of crowds. We conduct extensive experiments on four
challenging crowd counting benchmarks, demonstrating that our method achieves
state-of-the-art performance. Especially, our method currently ranks No.1 on
the public leaderboard of the NWPU-Crowd benchmark. We hope our method could be
a strong baseline to support future research in crowd counting. The source code
will be released to the community.",['cs.CV'],2021-12-31,"['Xing Wei', 'Yuanrui Kang', 'Jihao Yang', 'Yunfeng Qiu', 'Dahu Shi', 'Wenming Tan', 'Yihong Gong']"
68,"DeepVisualInsight: Time-Travelling Visualization for Spatio-Temporal
  Causality of Deep Classification Training","Understanding how the predictions of deep learning models are formed during
the training process is crucial to improve model performance and fix model
defects, especially when we need to investigate nontrivial training strategies
such as active learning, and track the root cause of unexpected training
results such as performance degeneration.
  In this work, we propose a time-travelling visual solution DeepVisualInsight
(DVI), aiming to manifest the spatio-temporal causality while training a deep
learning image classifier. The spatio-temporal causality demonstrates how the
gradient-descent algorithm and various training data sampling techniques can
influence and reshape the layout of learnt input representation and the
classification boundaries in consecutive epochs. Such causality allows us to
observe and analyze the whole learning process in the visible low dimensional
space. Technically, we propose four spatial and temporal properties and design
our visualization solution to satisfy them. These properties preserve the most
important information when inverse-)projecting input samples between the
visible low-dimensional and the invisible high-dimensional space, for causal
analyses. Our extensive experiments show that, comparing to baseline
approaches, we achieve the best visualization performance regarding the
spatial/temporal properties and visualization efficiency. Moreover, our case
study shows that our visual solution can well reflect the characteristics of
various training scenarios, showing good potential of DVI as a debugging tool
for analyzing deep learning training processes.","['cs.LG', 'cs.AI', 'cs.CV', 'cs.SE']",2021-12-31,"['Xianglin Yang', 'Yun Lin', 'Ruofan Liu', 'Zhenfeng He', 'Chao Wang', 'Jin Song Dong', 'Hong Mei']"
