,title,abstract,categories,created,authors
47,A Proof of the Countable Telescope Conjecture for Module Categories,"The Countable Telescope Conjecture arose in the framework of stable homotopy
theory, as a tool conceived to study the chromatic filtration. It turned out,
however, to trigger extremely fertile research within the framework of Module
Categories. The project aims at presenting an almost self-contained review of
the recent work of Saroch on the Countable Telescope Conjecture for Module
Categories. After recalling some preliminaries, we report various devices of
independent interest that will lead to a proof of the aforementioned result.
This will be the outcome of inductive refinements of families of particularly
well-behaved dense systems of modules, our witnessing-notion for localness. The
procedure will be reminiscent of Cantor diagonal argument in the implementation
of a variant of Shelah's Compactness Principle. Then, we briefly review the
main applications to Enochs Conjecture of the just developed theory, and we
will also state a weaker version of it. The project closely follows the work of
Saroch (https://link.springer.com/article/10.1007%2Fs11856-018-1710-4);
however, for the sake of completeness and conciseness, we slightly modified
some well-known proofs applying the newly developed tools.","['math.RA', 'math.RT']",2021-12-31,['P. F. Pacchiarotti']
48,"The Mathieu group $M_{23}$ as additive functions on the finite field of
  size ${2^{11}}$","We explicitly extend the standard permutation action of the Mathieu group
$M_{23}$ on a 23 element set $C=C_{23}$ contained in a finite field of $2^{11}$
elements $\mathbb{F}_{2^{11}}$ to additive functions on this finite field. That
is we represent $M_{23}$ as functions $\varphi:\mathbb{F}_{2^{11}}\to
\mathbb{F}_{2^{11}}$ such that $\varphi(x+y)=\varphi(x)+\varphi(y)$ and
$\varphi|_{C}$ is the standard permutation action. We give explicit $11\times
11$ matrices for the pair of standard generators of order $23$ and order $5$,
as well as many tables to help facilitate future calculations.","['math.GR', 'math.RT']",2021-12-31,"['Yiming Bing', 'Bright Hu', 'Ronni Hu', 'Rhianna Li', 'Stefan Lu', 'Finn McDonald', 'Michael Sun', 'Nicholas Wolfe', 'Joshua Yao', 'Leon Zhou', 'Nathan Zhou']"
49,Quaternary linear codes and related binary subfield codes,"In this paper, we mainly study quaternary linear codes and their binary
subfield codes. First we obtain a general explicit relationship between
quaternary linear codes and their binary subfield codes in terms of generator
matrices and defining sets. Second, we construct quaternary linear codes via
simplicial complexes and determine the weight distributions of these codes.
Third, the weight distributions of the binary subfield codes of these
quaternary codes are also computed by employing the general characterization.
Furthermore, we present two infinite families of optimal linear codes with
respect to the Griesmer Bound, and a class of binary almost optimal codes with
respect to the Sphere Packing Bound. We also need to emphasize that we obtain
at least 9 new quaternary linear codes.","['cs.IT', 'math.IT']",2021-12-31,"['Yansheng Wu', 'Chengju Li', 'Fu Xiao']"
50,"Polynomial-Time Key Recovery Attack on the Lau-Tan Cryptosystem Based on
  Gabidulin Codes","This paper presents a key recovery attack on the cryptosystem proposed by Lau
and Tan in a talk at ACISP 2018. The Lau-Tan cryptosystem uses Gabidulin codes
as the underlying decodable code. To hide the algebraic structure of Gabidulin
codes, the authors chose a matrix of column rank $n$ to mix with a generator
matrix of the secret Gabidulin code. The other part of the public key, however,
reveals crucial information about the private key. Our analysis shows that the
problem of recovering the private key can be reduced to solving a multivariate
linear system over the base field, rather than solving a multivariate quadratic
system as claimed by the authors. Solving the linear system for any nonzero
solution permits us to recover the private key. Apparently, this attack costs
polynomial time, and therefore completely breaks the cryptosystem.","['cs.IT', 'cs.CR', 'math.IT']",2021-12-31,"['Wenshuo Guo', 'Fang-Wei Fu']"
51,The structure of pointwise recurrent expansive homeomorphisms,"Let $X$ be a compact metric space and let $f:X\rightarrow X$ be a
homeomorphism on $X$. We show that if $f$ is both pointwise recurrent and
expansive, then the dynamical system $(X, f)$ is topologically conjugate to a
subshift of some symbolic system. Moreover, if $f$ is pointwise positively
recurrent, then the subshift is semisimple; a counterexample is given to show
the necessity of positive recurrence to ensure the semisimilicity.",['math.DS'],2021-12-31,"['Enhui Shi', 'Hui Xu', 'Ziqi Yu']"
52,Modelling Virus Contact Mechanics under Atomic Force Imaging Conditions,"In this paper we present a discrete model governing the deformation of a
convex regular polygon subjected not to cross a given flat rigid surface, on
which it initially lies in correspondence of one point only. First, we set up
the model in the form of a set of variational inequalities posed over a
non-empty, closed and convex subset of a suitable Euclidean space. Secondly, we
show the existence and uniqueness of the solution. The model provides a
simplified illustration of processes involved in virus imaging by atomic force
microscopy: adhesion to a surface, distributed strain, relaxation to a shape
that balances adhesion and elastic forces. The analysis of numerical
simulations results based on this model opens a new way of estimating the
contact area and elastic parameters in virus contact mechanics studies.",['math.AP'],2021-12-31,"['Paolo Piersanti', 'Kristen White', 'Bogdan Dragnea', 'Roger Temam']"
53,The Euler-Bernoulli equation with distributional coefficients and forces,"In this work we investigate a very weak solution to the initial-boundary
value problem of an Euler-Bernoulli beam model. We allow for bending stiffness,
axial- and transversal forces as well as for initial conditions to be irregular
functions or distributions. We prove the well-posedness of this problem in the
very weak sense. More precisely, we define the very weak solution to the
problem and show its existence and uniqueness. For regular enough coefficients
we show consistency with the weak solution. Numerical analysis shows that the
very weak solution coincides with the weak solution, when the latter exists,
but also offers more insights into the behaviour of the very weak solution,
when the weak solution doesn't exist.",['math.AP'],2021-12-31,"['Robin Blommaert', 'Srđan Lazendić', 'Ljubica Oparnica']"
54,"Coupling effect and pole assignment in trajectory regulation of
  multi-agent systems","This paper revisits a well studied leader-following consensus problem of
linear multi-agent systems, while aiming at follower nodes' transient
performance. Conventionally, when not all follower nodes have access to the
leader's state information, distributed observers are designed to estimate the
leader's state, and the observers are coupled via communication network. Then
each follower node only needs to track its observer's state independently,
without interacting with its neighbors. This paper deliberately introduces
certain coupling effect among follower nodes, such that the follower nodes tend
to converge to each other cooperatively on the way they converge to the leader.
Moreover, by suitably designing the control law, the poles of follower nodes
can be assigned as desired, and thus transient tracking performance can also be
adjusted.",['math.OC'],2021-12-31,"['Jilie Zhang', 'Zhiyong Chen', 'Hongwei Zhang', 'Tao Feng']"
55,Multiple-point residue formulas for holomorphic maps,"We develop a new approach to the study of the multipoint loci of holomorphic
maps between complex manifolds. We relate the $k$-fold locus to the curvilinear
component of the Hilbert scheme of $k$ points on the source space of the map,
and using equivariant localisation, we derive a closed iterated multipoint
residue formula. Our work is motivated by ideas and conjectures of M. Kazarian
and R. Rim\'anyi on residual polynomials.","['math.AG', 'math.AT']",2021-12-31,"['Gergely Bérczi', 'András Szenes']"
56,Efficient Multi-Beam Training For Terahertz Wireless communications,"Although Terahertz communication systems can provide high data rates, it
needs high directional beamforming at transmitters and receivers to achieve
such rates over a long distance. Therefore, an efficient beam training method
is vital to accelerate the link establishment. In this study, we propose a
low-complexity beam training scheme of terahertz communication system which
uses a low-cost small-scale hybrid architecture to assist a large-scale array
for data transmission. The proposed scheme includes two key stages: (1) coarse
AoAs/AoDs estimation for beam subset optimization in auxiliary array stage, and
(2) accurate AoAs/AoDs estimation by exploiting channel sparsity in data
transmission array stage. The analysis shows that the complexity of the scheme
is linear with the number of main paths, and thus greatly reduces the
complexity of beam training. Simulation results have verified the better
performance in spectral efficiency of the proposed scheme than that of the
related work.","['cs.IT', 'cs.SY', 'eess.SY', 'math.IT']",2021-12-31,"['Songjie Yang', 'Zhongpei Zhang', 'Zhenzhen Hu', 'Nuan Song', 'Hao Liu']"
57,Laurent polynomials in Mirror Symmetry: why and how?,"We survey the approach to mirror symmetry via Laurent polynomials, outlining
some of the main conjectures, problems, and questions related to the subject.
We discuss: how to construct Landau--Ginzburg models for Fano varieties; how to
apply them to classification problems; and how to compute invariants of Fano
varieties via Landau--Ginzburg models.",['math.AG'],2021-12-31,"['Alexander Kasprzyk', 'Victor Przyjalkowski']"
58,"Training Recurrent Neural Networks by Sequential Least Squares and the
  Alternating Direction Method of Multipliers","For training recurrent neural network models of nonlinear dynamical systems
from an input/output training dataset based on rather arbitrary convex and
twice-differentiable loss functions and regularization terms, we propose the
use of sequential least squares for determining the optimal network parameters
and hidden states. In addition, to handle non-smooth regularization terms such
as L1, L0, and group-Lasso regularizers, as well as to impose possibly
non-convex constraints such as integer and mixed-integer constraints, we
combine sequential least squares with the alternating direction method of
multipliers (ADMM). The performance of the resulting algorithm, that we call
NAILS (Nonconvex ADMM Iterations and Least Squares), is tested in a nonlinear
system identification benchmark.","['cs.LG', 'cs.SY', 'eess.SY', 'math.OC']",2021-12-31,['Alberto Bemporad']
59,The Hilbert-Grunwald specialization property over number fields,"Given a finite group $G$ and a number field $K$, we investigate the following
question: Does there exist a Galois extension $E/K(t)$ with group $G$ whose set
of specializations yields solutions to all Grunwald problems for the group $G$,
outside a finite set of primes? Following previous work, such a Galois
extension would be said to have the ""Hilbert-Grunwald property"". In this paper
we reach a complete classification of groups $G$ which admit an extension with
the Hilbert-Grunwald property over fields such as $K=\mathbb{Q}$. We thereby
also complete the determination of the ``local dimension"" of finite groups over
$\mathbb{Q}$.",['math.NT'],2021-12-31,"['Joachim König', 'Danny Neftin']"
60,The Keisler-Shelah isomorphism theorem and the continuum hypothesis II,"We continue the investigation started in [Sh:1215] about the relation between
the Keilser-Shelah isomorphism theorem and the continuum hypothesis. In
particular, we show it is consistent that the continuum hypothesis fails and
for any given sequence $\mathbf m=\langle (\mathbb{M}^{1}_n, \mathbb{M}^{2}_n:
n < \omega \rangle$ of models of size at most $\aleph_1$ in a countable
language, if the sequence satisfies a mild extra property, then for every
non-principal ultrafilter $\mathcal D$ on $\omega$, if the ultraproducts
$\prod\limits_{\mathcal D} \mathbb{M}^{1}_n$ and $\prod\limits_{\mathcal D}
\mathbb{M}^{2}_n$ are elementarily equivalent, then they are isomorphic.",['math.LO'],2021-12-31,"['Mohammad Golshani', 'Saharon shelah']"
61,"Boundary feedback stabilization of a critical nonlinear JMGT equation
  with Neumann-undissipated part of the boundary","Boundary feedback stabilization of a critical, nonlinear
Jordan--Moore--Gibson--Thompson (JMGT) equation is considered. JMGT arises in
modeling of acoustic waves involved in medical/engineering treatments like
lithotripsy, thermotherapy, sonochemistry, or any other procedures using High
Intensity Focused Ultrasound (HIFU). It is a well-established and recently
widely studied model for nonlinear acoustics (NLA): a third--order (in time)
semilinear Partial Differential Equation (PDE) with the distinctive feature of
predicting the propagation of ultrasound waves at \textit{finite} speed due to
heat phenomenon know as \textit{second sound} which leads to the hyperbolic
character of heat propagation. In practice, the JMGT dynamics is largely used
for modeling the evolution of the acoustic velocity and, most importantly, the
acoustic pressure as sound waves propagate through certain media. %Due to its
sensitivity to different media, such model (or similar) is often used for
medical/engineering treatments such as lithotripsy, thermotherapy,
sonochemistry, or any other procedures using High Intensity Focused Ultrasound
(HIFU). In this work, \emph{critical} refers to (usual) case where
media--damping effects are non--existent or non--measurable and therefore
cannot be relied upon for stabilization purposes. In this paper the issue of
boundary stabilizability of originally unstable (JMGT) equation is resolved.
Motivated by modeling aspects in HIFU technology, boundary feedback is
supported only on a portion of the boundary, while the remaining part of the
boundary is left free (available to control actions) . Since the boundary
conditions imposed on the ""free"" part of the boundary fail to satisfy
Lopatinski condition (unlike Dirichlet boundary conditions), the analysis of
uniform stabilization from the boundary becomes very subtle and requires
careful geometric considerations.","['math.AP', 'math.DS']",2021-12-31,"['Marcelo Bongarti', 'Irena Lasiecka']"
62,"On the evaluation of the alternating multiple $t$ value
  $t(\{\overline{1}\}^a, 1, \{\overline{1}\}^b)$","We prove an evaluation for the stuffle-regularised multiple $t$ value $
t^{\ast,V}(\{\overline{1}\}^a, 1, \{\overline{1}\}^b) $ in terms of $ \log(2)
$, $ \zeta(k) $ and $ \beta(k) $. This arises by evaluating the corresponding
generating series using the Evans-Stanton/Ramanujan asymptotics of a
zero-balanced hypergeometric function $ {}_3F_2 $, and an evaluation
established by Li in an alternative approach to Zagier's evaluation of $
\zeta(\{2\}^a, 3, \{2\}^b) $. We end with some discussion and conjectures on
possible motivic applications.",['math.NT'],2021-12-31,['Steven Charlton']
63,"High-Order Statistical Functional Expansion and Its Application To Some
  Nonsmooth Problems","Let $\bx_j = \btheta +\bep_j, j=1,...,n$, be observations of an unknown
parameter $\btheta$ in a Euclidean or separable Hilbert space $\scrH$, where
$\bep_j$ are noises as random elements in $\scrH$ from a general distribution.
We study the estimation of $f(\btheta)$ for a given functional
$f:\scrH\rightarrow \RR$ based on $\bx_j$'s. The key element of our approach is
a new method which we call High-Order Degenerate Statistical Expansion. It
leverages the use of classical multivariate Taylor expansion and degenerate
$U$-statistic and yields an elegant explicit formula. In the univariate case of
$\scrH=\R$, the formula expresses the error of the proposed estimator as a sum
of order $k$ degenerate $U$-products of the noises with coefficient
$f^{(k)}(\btheta)/k!$ and an explicit remainder term in the form of the
Riemann-Liouville integral as in the Taylor expansion around the true
$\btheta$. For general $\scrH$, the formula expresses the estimation error in
terms of the inner product of $f^{(k)}(\btheta)/k!$ and the average of the
tensor products of $k$ noises with distinct indices and a parallel extension of
the remainder term from the univariate case. This makes the proposed method a
natural statistical version of the classical Taylor expansion. The proposed
estimator can be viewed as a jackknife estimator of an ideal degenerate
expansion of $f(\cdot)$ around the true $\btheta$ with the degenerate
$U$-product of the noises, and can be approximated by bootstrap. Thus, the
jackknife, bootstrap and Taylor expansion approaches all converge to the
proposed estimator. We develop risk bounds for the proposed estimator and a
central limit theorem under a second moment condition (even in expansions of
higher than the second order). We apply this new method to generalize several
existing results with smooth and nonsmooth $f$ to universal $\bep_j$'s with
only minimum moment constraints.","['math.ST', 'stat.TH']",2021-12-31,"['Fan Zhou', 'Ping Li', 'Cun-Hui Zhang']"
64,Some properties of surfaces of finite III-type,"In this paper, we firstly investigate some relations regarding the first and
the second Laplace operators corresponding to the third fundamental form III of
a surface in the Euclidean space E3. Besides, we introduce the finite Chen type
surfaces of revolution with nonvanishing Gauss curvature with respect to the
third fundamental form. We present a special case of this family of surfaces of
revolution in E3, namely, surfaces of revolution with R is constant, where R
denotes the sum of the radii of the principal curvature of a surface.",['math.DG'],2021-12-31,['Hassan Al-Zoubi']
65,"Statistical scalability and approximate inference in distributed
  computing environments","Harnessing distributed computing environments to build scalable inference
algorithms for very large data sets is a core challenge across the broad
mathematical sciences. Here we provide a theoretical framework to do so along
with fully implemented examples of scalable algorithms with performance
guarantees. We begin by formalizing the class of statistics which admit
straightforward calculation in such environments through independent
parallelization. We then show how to use such statistics to approximate
arbitrary functional operators, thereby providing practitioners with a generic
approximate inference procedure that does not require data to reside entirely
in memory. We characterize the $L^2$ approximation properties of our approach,
and then use it to treat two canonical examples that arise in large-scale
statistical analyses: sample quantile calculation and local polynomial
regression. A variety of avenues and extensions remain open for future work.","['stat.ME', 'cs.DC', 'math.ST', 'stat.TH']",2021-12-31,"['Aritra Chakravorty', 'William S. Cleveland', 'Patrick J. Wolfe']"
66,Characterizations of higher rank hyperbolicity,"The concept of Gromov hyperbolicity manifests itself in many different ways.
With only mild assumptions on the underlying metric space, the spectrum of
equivalent properties includes various thin triangle conditions, the stability
of quasi-geodesics (the Morse lemma), a linear isoperimetric inequality for
1-cycles, and a sub-quadratic isoperimetric inequality. We present a similar
list of six equivalent properties in the context of generalized non-positive
curvature and higher asymptotic rank. This complements results of Wenger and of
Kleiner and the second author. We give a largely self-contained proof,
providing some improvements and simplifications for the known part.",['math.MG'],2021-12-31,"['Tommaso Goldhirsch', 'Urs Lang']"
67,"The role of boundary conditions in scaling laws for turbulent heat
  transport","In most results concerning bounds on the heat transport in the
Rayleigh-B\'{e}nard convection problem no-slip boundary conditions for the
velocity field are assumed. Nevertheless it is debatable, whether these
boundary conditions reflect the behavior of the fluid at the boundary. This
problem is important in theoretical fluid mechanics as well as in industrial
applications, as the choice of boundary conditions has effects in the
description of the boundary layers and its properties. In fact, different
boundary conditions may inhibit or enhance heat transport. This review presents
a selection of contributions in the theory of rigorous bounds on Nusselt
number, distinguishing and comparing the results for no-slip, free-slip and
Navier-slip boundary conditions.","['physics.flu-dyn', 'math-ph', 'math.AP', 'math.MP']",2021-12-31,['Camilla Nobili']
68,"The value of shared information in ridesharing problems: a stochastic
  Stackelberg game approach","In the setting of stochastic Stackelberg games, we introduce a new indicator
called the Expected Value of Shared Information. This indicator allows to
measure, for the leader, the value of having perfect information and sharing it
with the follower, in the context where both agents must solve here-and-know
problem, making their decisions prior to the revelation of nature. We then use
it to assess the value of sharing information in the context of ridesharing
companies. Particularly, we study a simplified version of the reallocation
problem of unmatched drivers. Our results suggest that sharing information
(such as the demand forecast) with the drivers might be beneficial for the
company.",['math.OC'],2021-12-31,"['Gianfranco Liberona', 'Léonard von Niederhäusern', 'David Salas']"
69,Generalized Hyperbolic Spaces Associated with Arbitrary Quadratic Forms,"The Vahlen group gives a way for presenting the hyperbolic space of every
dimension of a group acting via M\""{o}bius transformations. As Vahlen groups
and paravector Vahlen groups are now defined over any field of characteristic
different from 2, we establish analogous spaces on which they operate
transitively as M\""{o}bius transformations, by defining appropriate boundary
components that must be added in case the denominator in the M\""{o}bius
transformation formula vanishes.",['math.GR'],2021-12-31,['Shaul Zemel']
70,Parabolic connections and stack of roots,"Given a scheme over a field endowed with a strict normal crossings divisor,
we define strongly parabolic connections, consistently with the current
terminology for Higgs bundles. When the weights are rational with prescribed
denominators, we show that strongly parabolic connections correspond to
holomorphic connections on the corresponding stack of roots. We use this
correspondence to establish that a holomorphic connection on a stack of roots
can be reconstructed from its direct image to the moduli space.",['math.AG'],2021-12-31,"['Niels Borne', 'Amine Laaroussi']"
71,"Homogeneous Formulation of Convex Quadratic Programs for Infeasibility
  Detection","Convex Quadratic Programs (QPs) have come to play a central role in the
computation of control action for constrained dynamical systems. In this paper,
we present a novel Homogeneous QP (HQP) formulation which is obtained by
embedding the original QP in a larger space. The key properties of the HQP are:
(i) is always feasible, (ii) an optimal solution to QP can be readily obtained
from a solution to HQP, and (iii) infeasibility of QP corresponds to a
particular solution of HQP. An immediate consequence is that all the existing
algorithms for QP are now also capable of robustly detecting infeasibility. In
particular, we present an Infeasible Interior Point Method (IIPM) for the HQP
and show polynomial iteration complexity when applied to HQP. A key distinction
with prior IPM approaches is that we do not need to solve second-order cone
programs. Numerical experiments on the formulation are provided using existing
codes.",['math.OC'],2021-12-31,['Arvind U Raghunathan']
72,On middle box products and paracompact cardinals,"The paper gives several sufficient conditions on the paracompactness of box
products with an arbitrary number of many factors and boxes of arbitrary size.
The former include results on generalised metrisability and Sikorski spaces. Of
particular interest are products of the type ${}^{<\kappa}\square 2^\lambda$,
where we prove that for a regular uncountable cardinal $\kappa$, if
${}^{<\kappa}\square 2^\lambda$ is paracompact for every $\lambda\ge\kappa$,
then $\kappa$ is at least inaccessible. The case of the products of the type
${}^{<\kappa}\square X^\lambda$ for $\kappa$ singular has not been studied much
in the literature and we offer various results. The question if
${}^{<\kappa}\square 2^\lambda$ can be paracompact for all $\lambda$ when
$\kappa$ is singular has been partially answered but remains open in general.",['math.LO'],2021-12-31,"['David Buhagiar', 'Mirna Džamonja']"
73,A Strongly Monotonic Polygonal Euler Scheme,"Rate of convergence results are presented for a new class of explicit Euler
schemes, which approximate stochastic differential equations (SDEs) with
superlinearly growing drift coefficients that satisfy a particular form of
strong monotonicity. The new, distinct feature of this class of explicit
schemes is the preservation of the monotonicity condition for the new, suitably
controlled drift coefficients that guaranty the finiteness of moments of the
numerical solutions up to a desired order.","['math.PR', 'cs.NA', 'math.NA']",2021-12-31,"['Tim Johnston', 'Sotirios Sabanis']"
74,The Capra-subdifferential of the l0 pseudonorm,"The l0 pseudonorm counts the nonzero coordinates of a vector. It is often
used in optimization problems to enforce the sparsity of the solution. However,
this function is nonconvex and noncontinuous, and optimization problems
formulated with l0 in the objective function or in the constraints are hard to
solve in general. Recently, a new family of coupling functions - called Capra
(constant along primal rays) - has proved to induce relevant generalized
Fenchel-Moreau conjugacies to handle the l0 pseudonorm. In particular, under a
suitable choice of source norm on the Euclidean space used in the definition of
the Capra coupling - the function l0 is Capra-subdifferentiable, hence is
Capra-convex. In this article, we give explicit formulations for the Capra
subdifferential of l0, when the source norm is a lp norm with p larger that 1.
We illustrate our results with graphical visualizations of the Capra
subdifferential of l0 for the Euclidean source norm.",['math.OC'],2021-12-31,"['Adrien Le Franc', 'Jean-Philippe Chancelier', 'Michel de Lara']"
75,A class of Kannan type equicontraction mappings and application to IVP,"A sufficient condition is established for the existence of a solution to the
equation $\mathcal{T}(u,\mathcal{C}(u))=u$, by considering a class of Kannan
type equicontraction mappings $\mathcal{T}:\mathcal{A}\times
\overline{\mathcal{C}(\mathcal{A})}\to \Xi$, where $\mathcal{A}$ is a convex,
closed and bounded subset of a Banach space $\Xi$ and $\mathcal{C}$ is a
compact mapping. To fulfil the desired purpose, we engage the Sadovskii's
theorem, involving the measure of noncompactness. The relevance of the acquired
results has been illustrated by considering a certain class of initial value
problems.",['math.FA'],2021-12-31,"['Subhadip Pal', 'Ashis Bera', 'Lakshmi Kanta Dey']"
76,"Matroids and the space of torus-invariant subvarieties of the
  Grassmannian with given homology class","Let $\mathbb{G}(d,n)$ be the complex Grassmannian of affine $d$-planes in
$n$-space. We study the problem of characterizing the set of algebraic
subvarieties of $\mathbb{G}(d,n)$ invariant under the action of the maximal
torus $T$ and having given homology class $\lambda$. We give a complete answer
for the case where $\lambda$ is the class of a $T$-orbit, and partial results
for other cases, using techniques inspired by matroid theory. This problem has
applications to the computation of the Euler-Chow series for Grassmannians of
projective lines: we calculate the series for 3-cycles in $\mathbb{G}(2,4)$ and
carry out partial calculations for $\mathbb{G}(2,5)$.","['math.AG', 'math.CO']",2021-12-31,"['E. Javier Elizondo', 'Alex Fink', 'Cristhian Garay López']"
77,Gorenstein braid cones and crepant resolutions,"To any poset $P$, we associate a convex cone called a braid cone. We also
associate a fan and study the toric varieties the cone and fan define. The fan
always defines a smooth toric variety $X_P$, while the toric variety $U_P$ of
the cone may be singular. We show that $X_{P} \dashrightarrow U_{P}$ is a
crepant resolution of singularities if and only if $P$ is bounded. Next, we aim
to determine when $U_P$ is Gorenstein or $\mathbb{Q}$-Gorenstein. We prove that
whether or not $U_P$ is ($\mathbb{Q}$)-Gorenstein depends only on the
biconnected components of the Hasse diagram of $P$. In the case that $P$ has a
minimum or maximum element, we show that the Gorenstein property of $U_P$ is
completely determined by the M\""obius function of $P$. We also provide a
recursive method that determines if $U_P$ is ($\mathbb{Q}$)-Gorenstein in this
case. We conjecture that $U_P$ is Gorenstein if and only if it is
$\mathbb{Q}$-Gorenstein. We verify this conjecture for posets of length $1$ and
also for posets with a minimum or maximum element.","['math.CO', 'math.AG']",2021-12-31,"['Joshua Hallam', 'John Machacek']"
78,"Cameron's operator in terms of determinants, and hypergeometric numbers","By studying Cameron's operator in terms of determinants, two kinds of
""integer"" sequences of incomplete numbers were introduced. One was the sequence
of restricted numbers, including $s$-step Fibonacci sequences. Another was the
sequence of associated numbers, including Lam\'e sequences of higher order. By
the classical Trudi's formula and the inverse relation, more expressions were
able to be obtained. These relations and identities can be extended to those of
sequence of negative integers or rational numbers. As applications, we consider
hypergeometric Bernoulli, Cauchy and Euler numbers with some modifications.","['math.NT', 'math.CO']",2021-12-31,"['Narakorn Rompurk Kanasri', 'Takao Komatsu', 'Vichian Laohakosol']"
79,Bayesian Optimization of Function Networks,"We consider Bayesian optimization of the output of a network of functions,
where each function takes as input the output of its parent nodes, and where
the network takes significant time to evaluate. Such problems arise, for
example, in reinforcement learning, engineering design, and manufacturing.
While the standard Bayesian optimization approach observes only the final
output, our approach delivers greater query efficiency by leveraging
information that the former ignores: intermediate output within the network.
This is achieved by modeling the nodes of the network using Gaussian processes
and choosing the points to evaluate using, as our acquisition function, the
expected improvement computed with respect to the implied posterior on the
objective. Although the non-Gaussian nature of this posterior prevents
computing our acquisition function in closed form, we show that it can be
efficiently maximized via sample average approximation. In addition, we prove
that our method is asymptotically consistent, meaning that it finds a globally
optimal solution as the number of evaluations grows to infinity, thus
generalizing previously known convergence results for the expected improvement.
Notably, this holds even though our method might not evaluate the domain
densely, instead leveraging problem structure to leave regions unexplored.
Finally, we show that our approach dramatically outperforms standard Bayesian
optimization methods in several synthetic and real-world problems.","['cs.LG', 'math.OC', 'stat.ML']",2021-12-31,"['Raul Astudillo', 'Peter I. Frazier']"
80,On Orbifold Gromov-Witten Classes,We discuss some questions about Gromov-Witten classes of target stacks.,['math.AG'],2021-12-31,['Hsian-Hua Tseng']
81,A note on a structural definition of social-ecological network,"A social-ecological network is a formal representation of a corresponding
social-ecological system. Conventionally, such networks have been defined as
encoding and representing pairwise interactions among the fundamental units of
the system. We propose a combinatorial definition of social-ecological network
based on its structure as a simplicial complex that serves as a formal
representation of social-ecological systems that admit even higher-order
interactions. We see our definition as complementary to the much successful
graph theoretic paradigm of representing essentially the 1-skeletons of most of
the social-ecological systems using the conventional definition of
social-ecological network.",['math.AT'],2021-12-31,['Sudeepto Bhattacharya']
82,"Statistical Device Activity Detection for OFDM-based Massive Grant-Free
  Access","Existing works on grant-free access, proposed to support massive machine-type
communication (mMTC) for the Internet of things (IoT), mainly concentrate on
narrow band systems under flat fading. However, little is known about massive
grant-free access for wideband systems under frequency-selective fading. This
paper investigates massive grant-free access in a wideband system under
frequency-selective fading. First, we present an orthogonal frequency division
multiplexing (OFDM)-based massive grant-free access scheme. Then, we propose
two different but equivalent models for the received pilot signal, which are
essential for designing various device activity detection and channel
estimation methods for OFDM-based massive grant-free access. One directly
models the received signal for actual devices, whereas the other can be
interpreted as a signal model for virtual devices. Next, we investigate
statistical device activity detection under frequency-selective Rayleigh fading
based on the two signal models. We first model device activities as unknown
deterministic quantities and propose three maximum likelihood (ML)
estimation-based device activity detection methods with different detection
accuracies and computation times. We also model device activities as random
variables with a known joint distribution and propose three maximum a posterior
probability (MAP) estimation-based device activity methods, which further
enhance the accuracies of the corresponding ML estimation-based methods.
Optimization techniques and matrix analysis are applied in designing and
analyzing these methods. Finally, numerical results show that the proposed
statistical device activity detection methods outperform existing
state-of-the-art device activity detection methods under frequency-selective
Rayleigh fading.","['cs.IT', 'eess.SP', 'math.IT']",2021-12-31,"['Yuhang Jia', 'Ying Cui', 'Wuyang Jiang']"
83,Hamiltonian Monodromy via spectral Lax pairs,"Hamiltonian Monodromy is the simplest topological obstruction to the
existence of global action-angle coordinates in a completely integrable system.
We show that this property can be studied in a neighborhood of a focus-focus
singularity by a spectral Lax pair approach. From the Lax pair, we derive a
Riemann surface which allows us to compute in a straightforward way the
corresponding Monodromy matrix. The general results are applied to the
Jaynes-Cummings model and the spherical pendulum.","['math-ph', 'math.MP']",2021-12-31,"['G. J. Gutierrez Guillen', 'D. Sugny', 'P. Mardesic']"
84,Sufficient Statistic Memory AMP,"Approximate message passing (AMP) is a promising technique for unknown signal
reconstruction of certain high-dimensional linear systems with non-Gaussian
signaling. A distinguished feature of the AMP-type algorithms is that their
dynamics can be rigorously described by state evolution. However, state
evolution does not necessarily guarantee the convergence of iterative
algorithms. To solve the convergence problem of AMP-type algorithms in
principle, this paper proposes a memory AMP (MAMP) under a sufficient statistic
condition, named sufficient statistic MAMP (SS-MAMP). We show that the
covariance matrices of SS-MAMP are L-banded and convergent. Given an arbitrary
MAMP, we can construct an SS-MAMP by damping, which not only ensures the
convergence of MAMP but also preserves the orthogonality of MAMP, i.e., its
dynamics can be rigorously described by state evolution. As a byproduct, we
prove that the Bayes-optimal orthogonal/vector AMP (BO-OAMP/VAMP) is an
SS-MAMP. As a result, we reveal two interesting properties of BO-OAMP/VAMP for
large systems: 1) the covariance matrices are L-banded and are convergent, and
2) damping and memory are useless (i.e., do not bring performance improvement).
As an example, we construct a sufficient statistic Bayes-optimal MAMP
(SS-BO-MAMP), which is Bayes optimal if its state evolution has a unique fixed
point. In addition, the mean square error (MSE) of SS-BO-MAMP is not worse than
the original BO-MAMP. Finally, simulations are provided to verify the validity
and accuracy of the theoretical results.","['cs.IT', 'cs.LG', 'eess.SP', 'math.IT', 'math.ST', 'stat.ML', 'stat.TH']",2021-12-31,"['Lei Liu', 'Shunqi Huang', 'Brian M. Kurkoski']"
